gse_id,gpl_id,repo_id
GSE173636,GPL23126,9
GSE173633,GPL22755,9
GSE172120,GPL21185,9
GSE172099,GPL24676,9
GSE172099,GPL23159,9
GSE172098,GPL23159,9
GSE166229,GPL3631,9
GSE166229,GPL15569,9
GSE165206,GPL23040,9
GSE161058,GPL23126,9
GSE159565,GPL25683,9
GSE158998,GPL23159,9
GSE155805,GPL16791,9
GSE155805,GPL6244,9
GSE155804,GPL6244,9
GSE146656,GPL23126,9
GSE146656,GPL23159,9
GSE143192,GPL22120,9
GSE138958,GPL16686,9
GSE115113,GPL21163,9
GSE115000,GPL25047,9
GSE114022,GPL10558,9
GSE73490,GPL10333,9
