GSE_ID,GPL_ID,SRR_ID
GSE70273,GPL13112,SRR2078733 SRR2078734
GSE70307,GPL18480,SRR2079608 SRR2079609 SRR2079610
GSE70485,GPL13112,SRR2086058 SRR2086059 SRR2086060 SRR2086061 SRR2086062 SRR2086063 SRR2086064 SRR2086065 SRR3090658 SRR3090659
GSE70596,GPL13112,SRR2089248 SRR2089249
GSE70598,GPL13112,SRR2089252 SRR2089253
GSE70890,GPL17021,SRR3203891 SRR3203892 SRR3203893 SRR3203894
GSE70890,GPL18480,SRR2102048 SRR2102049 SRR2102050 SRR2102051 SRR2102052 SRR3203895 SRR3203896 SRR3203897 SRR3203898
GSE70985,GPL13112,SRR2104464 SRR2104465 SRR2104466 SRR2104467 SRR2104468 SRR2104469 SRR2104470 SRR2104471
GSE71075,GPL13112,SRR2106702 SRR2106703 SRR2106704 SRR2106705 SRR2106706 SRR2106707 SRR2106708 SRR2106709 SRR2106710
GSE71079,GPL13112,SRR2106739 SRR2106740 SRR2106741
GSE71162,GPL16417,SRR2121323 SRR2121328 SRR2121329 SRR2121330 SRR2121331 SRR2121332 SRR2121324 SRR2121325 SRR2121326 SRR2121327 SRR2121333 SRR2121334 SRR2121335 SRR2121336 SRR2121337 SRR2121338 SRR2121339 SRR2121340 SRR2121341 SRR2121342 SRR2121343 SRR2121344 SRR2121345 SRR2121346 SRR2121347 SRR2121348 SRR2121349 SRR2121350 SRR2121351 SRR2121352 SRR2121353 SRR2121354 SRR2121355 SRR2121356 SRR2121357 SRR2121358 SRR2121359 SRR2121360 SRR2121361 SRR2121362 SRR2121363 SRR2121364 SRR2121365 SRR2121366 SRR2121367 SRR2121368 SRR2121369 SRR2121370 SRR2121371 SRR2121372 SRR2121373 SRR2121374 SRR2121375 SRR2121376 SRR2121377 SRR2121378 SRR2121379 SRR2121380 SRR2121381 SRR2121382 SRR2121383 SRR2121384 SRR2121385
GSE71178,GPL13112,SRR2121761 SRR2121762
GSE70599,GPL13112,SRR2089248 SRR2089249 SRR2089252 SRR2089253
GSE71294,GPL11002,SRR2125786 SRR2125790
GSE71294,GPL15103,SRR2125787 SRR2125791
GSE71294,GPL9250,SRR2125802 SRR2125803
GSE71468,GPL13112,SRR2132272 SRR2132273 SRR2132274 SRR2132275 SRR2132276 SRR2132277 SRR2132278 SRR2132279 SRR2132280 SRR2132281 SRR2132282
GSE71585,GPL13112,SRR2138604 SRR2138605 SRR2138607 SRR2138608 SRR2138609 SRR2138610 SRR2138611 SRR2138612 SRR2138613 SRR2138615 SRR2138616 SRR2138617 SRR2138618 SRR2138619 SRR2138620 SRR2138621 SRR2138622 SRR2138623 SRR2138624 SRR2138625 SRR2138626 SRR2138627 SRR2138628 SRR2138629 SRR2138630 SRR2138631 SRR2138632 SRR2138633 SRR2138634 SRR2138635 SRR2138636 SRR2138637 SRR2138638 SRR2138639 SRR2138640 SRR2138641 SRR2138642 SRR2138643 SRR2138644 SRR2138645 SRR2138646 SRR2138647 SRR2138648 SRR2138649 SRR2138650 SRR2138651 SRR2138652 SRR2138653 SRR2138654 SRR2138655 SRR2138656 SRR2138657 SRR2138658 SRR2138659 SRR2138660 SRR2138661 SRR2138662 SRR2138663 SRR2138664 SRR2138665 SRR2138666 SRR2138667 SRR2138668 SRR2138669 SRR2138670 SRR2138671 SRR2138672 SRR2138673 SRR2138687 SRR2138688 SRR2138689 SRR2138690 SRR2138692 SRR2138693 SRR2138694 SRR2138695 SRR2138696 SRR2138697 SRR2138698 SRR2138699 SRR2138700 SRR2138701 SRR2138703 SRR2138706 SRR2138707 SRR2138708 SRR2138710 SRR2138712 SRR2138715 SRR2138716 SRR2138717 SRR2138718 SRR2138719 SRR2138721 SRR2138722 SRR2138723 SRR2138724 SRR2138725 SRR2138726 SRR2138727 SRR2138729 SRR2138730 SRR2138731 SRR2138732 SRR2138733 SRR2138734 SRR2138735 SRR2138736 SRR2138758 SRR2138759 SRR2138760 SRR2138761 SRR2138762 SRR2138763 SRR2138764 SRR2138765 SRR2138766 SRR2138767 SRR2138768 SRR2138769 SRR2138770 SRR2138771 SRR2138772 SRR2138773 SRR2138774 SRR2138775 SRR2138776 SRR2138777 SRR2138778 SRR2138779 SRR2138780 SRR2138781 SRR2138782 SRR2138783 SRR2138784 SRR2138785 SRR2138786 SRR2138787 SRR2138788 SRR2138789 SRR2138790 SRR2138791 SRR2138792 SRR2138793 SRR2138794 SRR2138795 SRR2138796 SRR2138797 SRR2138798 SRR2138799 SRR2138800 SRR2138801 SRR2138802 SRR2138803 SRR2138804 SRR2138805 SRR2138806 SRR2138807 SRR2138808 SRR2138809 SRR2138810 SRR2138811 SRR2138812 SRR2138813 SRR2138814 SRR2138815 SRR2138816 SRR2138817 SRR2138818 SRR2138819 SRR2138820 SRR2138821 SRR2138822 SRR2138823 SRR2138824 SRR2138825 SRR2138826 SRR2138827 SRR2138828 SRR2138829 SRR2138834 SRR2138839 SRR2138844 SRR2138845 SRR2138848 SRR2138849 SRR2138850 SRR2138851 SRR2138853 SRR2138880 SRR2138881 SRR2138882 SRR2138883 SRR2138884 SRR2138885 SRR2138886 SRR2138887 SRR2138888 SRR2138889 SRR2138890 SRR2138891 SRR2138892 SRR2138893 SRR2138894 SRR2138895 SRR2138906 SRR2138907 SRR2138908 SRR2138909 SRR2138910 SRR2138911 SRR2138912 SRR2138913 SRR2138914 SRR2138915 SRR2138916 SRR2138917 SRR2138918 SRR2138919 SRR2138920 SRR2138921 SRR2138922 SRR2138923 SRR2138924 SRR2138925 SRR2138926 SRR2138927 SRR2138928 SRR2138929 SRR2138930 SRR2138931 SRR2138932 SRR2138933 SRR2138934 SRR2138937 SRR2138965 SRR2138966 SRR2138967 SRR2139002 SRR2139003 SRR2139004 SRR2139006 SRR2139007 SRR2139008 SRR2139009 SRR2139010 SRR2139011 SRR2139012 SRR2139013 SRR2139014 SRR2139015 SRR2139017 SRR2139018 SRR2139019 SRR2139020 SRR2139021 SRR2139022 SRR2139023 SRR2139024 SRR2139025 SRR2139026 SRR2139027 SRR2139028 SRR2139029 SRR2139030 SRR2139031 SRR2139032 SRR2139033 SRR2139034 SRR2139035 SRR2139036 SRR2139037 SRR2139038 SRR2139039 SRR2139040 SRR2139041 SRR2139042 SRR2139043 SRR2139044 SRR2139045 SRR2139046 SRR2139047 SRR2139048 SRR2139049 SRR2139050 SRR2139051 SRR2139052 SRR2139053 SRR2139054 SRR2139055 SRR2139058 SRR2139059 SRR2139060 SRR2139061 SRR2139062 SRR2139064 SRR2139065 SRR2139066 SRR2139067 SRR2139068 SRR2139069 SRR2139070 SRR2139071 SRR2139073 SRR2139074 SRR2139075 SRR2139076 SRR2139077 SRR2139078 SRR2139079 SRR2139080 SRR2139081 SRR2139082 SRR2139083 SRR2139084 SRR2139085 SRR2139086 SRR2139087 SRR2139088 SRR2139089 SRR2139090 SRR2139091 SRR2139092 SRR2139094 SRR2139095 SRR2139097 SRR2139098 SRR2139099 SRR2139100 SRR2139101 SRR2139103 SRR2139104 SRR2139105 SRR2139106 SRR2139107 SRR2139108 SRR2139109 SRR2139110 SRR2139111 SRR2139112 SRR2139113 SRR2139114 SRR2139115 SRR2139116 SRR2139117 SRR2139118 SRR2139119 SRR2139120 SRR2139121 SRR2139122 SRR2139123 SRR2139124 SRR2139125 SRR2139126 SRR2139127 SRR2139128 SRR2139129 SRR2139130 SRR2139131 SRR2139132 SRR2139133 SRR2139134 SRR2139135 SRR2139136 SRR2139137 SRR2139138 SRR2139139 SRR2139140 SRR2139141 SRR2139142 SRR2139143 SRR2139144 SRR2139145 SRR2139146 SRR2139147 SRR2139148 SRR2139149 SRR2139150 SRR2139151 SRR2139152 SRR2139153 SRR2139154 SRR2139155 SRR2139156 SRR2139157 SRR2139186 SRR2139187 SRR2139189 SRR2139190 SRR2139191 SRR2139192 SRR2139193 SRR2139194 SRR2139195 SRR2139196 SRR2139197 SRR2139198 SRR2139199 SRR2139200 SRR2139201 SRR2139202 SRR2139203 SRR2139204 SRR2139205 SRR2139206 SRR2139207 SRR2139208 SRR2139209 SRR2139210 SRR2139211 SRR2139212 SRR2139213 SRR2139214 SRR2139215 SRR2139216 SRR2139217 SRR2139218 SRR2139219 SRR2139220 SRR2139221 SRR2139222 SRR2139223 SRR2139224 SRR2139225 SRR2139226 SRR2139227 SRR2139228 SRR2139229 SRR2139230 SRR2139231 SRR2139232 SRR2139233 SRR2139234 SRR2139235 SRR2139236 SRR2139237 SRR2139238 SRR2139239 SRR2139240 SRR2139241 SRR2139242 SRR2139243 SRR2139244 SRR2139245 SRR2139246 SRR2139247 SRR2139248 SRR2139249 SRR2139250 SRR2139251 SRR2139252 SRR2139253 SRR2139254 SRR2139255 SRR2139256 SRR2139257 SRR2139258 SRR2139261 SRR2139262 SRR2139263 SRR2139272 SRR2139273 SRR2139274 SRR2139275 SRR2139276 SRR2139277 SRR2139278 SRR2139279 SRR2139280 SRR2139281 SRR2139282 SRR2139283 SRR2139284 SRR2139285 SRR2139286 SRR2139287 SRR2139289 SRR2139297 SRR2139298 SRR2139299 SRR2139300 SRR2139301 SRR2139302 SRR2139304 SRR2139305 SRR2139306 SRR2139307 SRR2139308 SRR2139309 SRR2139310 SRR2139311 SRR2139312 SRR2139313 SRR2139334 SRR2139335 SRR2139338 SRR2139339 SRR2139340 SRR2139341 SRR2139342 SRR2139343 SRR2139344 SRR2139345 SRR2139346 SRR2139347 SRR2139348 SRR2139349 SRR2139350 SRR2139351 SRR2139352 SRR2139353 SRR2139354 SRR2139355 SRR2139356 SRR2139357 SRR2139358 SRR2139359 SRR2139360 SRR2139361 SRR2139362 SRR2139363 SRR2139364 SRR2139365 SRR2139366 SRR2139367 SRR2139368 SRR2139369 SRR2139370 SRR2139371 SRR2139373 SRR2139374 SRR2139375 SRR2139376 SRR2139377 SRR2139383 SRR2139384 SRR2139409 SRR2139410 SRR2139411 SRR2139412 SRR2139413 SRR2139414 SRR2139415 SRR2139416 SRR2139417 SRR2139418 SRR2139420 SRR2139421 SRR2139424 SRR2139427 SRR2139431 SRR2139432 SRR2139440 SRR2139506 SRR2139507 SRR2139508 SRR2139509 SRR2139510 SRR2139511 SRR2139512 SRR2139513 SRR2139514 SRR2139515 SRR2139516 SRR2139517 SRR2139518 SRR2139519 SRR2139520 SRR2139521 SRR2139522 SRR2139523 SRR2139524 SRR2139525 SRR2139526 SRR2139527 SRR2139528 SRR2139529 SRR2139530 SRR2139531 SRR2139532 SRR2139533 SRR2139534 SRR2139535 SRR2139536 SRR2139537 SRR2139538 SRR2139539 SRR2139540 SRR2139541 SRR2139542 SRR2139543 SRR2139544 SRR2139545 SRR2139546 SRR2139547 SRR2139548 SRR2139549 SRR2139550 SRR2139551 SRR2139552 SRR2139553 SRR2139554 SRR2139555 SRR2139556 SRR2139560 SRR2139561 SRR2139562 SRR2139563 SRR2139564 SRR2139565 SRR2139566 SRR2139567 SRR2139569 SRR2139570 SRR2139573 SRR2139574 SRR2139619 SRR2139620 SRR2139621 SRR2139622 SRR2139623 SRR2139624 SRR2139625 SRR2139626 SRR2139627 SRR2139628 SRR2139629 SRR2139630 SRR2139631 SRR2139632 SRR2139633 SRR2139634 SRR2139635 SRR2139636 SRR2139637 SRR2139638 SRR2139639 SRR2139640 SRR2139641 SRR2139642 SRR2139643 SRR2139644 SRR2139645 SRR2139646 SRR2139647 SRR2139648 SRR2139649 SRR2139650 SRR2139651 SRR2139652 SRR2139653 SRR2139654 SRR2139655 SRR2139656 SRR2139657 SRR2139658 SRR2139659 SRR2139660 SRR2139661 SRR2139669 SRR2139670 SRR2139673 SRR2139674 SRR2139675 SRR2139676 SRR2139715 SRR2139716 SRR2139717 SRR2139718 SRR2139719 SRR2139720 SRR2139721 SRR2139722 SRR2139723 SRR2139724 SRR2139725 SRR2139726 SRR2139727 SRR2139728 SRR2139729 SRR2139730 SRR2139731 SRR2139732 SRR2139733 SRR2139734 SRR2139735 SRR2139736 SRR2139737 SRR2139738 SRR2139739 SRR2139740 SRR2139741 SRR2139742 SRR2139743 SRR2139744 SRR2139745 SRR2139746 SRR2139763 SRR2139764 SRR2139765 SRR2139766 SRR2139767 SRR2139768 SRR2139769 SRR2139770 SRR2139771 SRR2139772 SRR2139773 SRR2139774 SRR2139775 SRR2139776 SRR2139793 SRR2139794 SRR2139795 SRR2139796 SRR2139797 SRR2139798 SRR2139799 SRR2139800 SRR2139801 SRR2139802 SRR2139803 SRR2139804 SRR2139805 SRR2139806 SRR2139807 SRR2139808 SRR2139809 SRR2139810 SRR2139811 SRR2139812 SRR2139813 SRR2139814 SRR2139815 SRR2139816 SRR2139817 SRR2139818 SRR2139819 SRR2139820 SRR2139821 SRR2139822 SRR2139823 SRR2139824 SRR2139825 SRR2139826 SRR2139827 SRR2139828 SRR2139829 SRR2139830 SRR2139831 SRR2139832 SRR2139833 SRR2139834 SRR2139835 SRR2139836 SRR2139837 SRR2139838 SRR2139839 SRR2139840 SRR2139841 SRR2139843 SRR2139844 SRR2139845 SRR2139846 SRR2139848 SRR2139853 SRR2139857 SRR2139859 SRR2139860 SRR2139861 SRR2139862 SRR2139863 SRR2139864 SRR2139865 SRR2139866 SRR2139867 SRR2139869 SRR2139870 SRR2139872 SRR2139873 SRR2139874 SRR2139877 SRR2139878 SRR2139879 SRR2139880 SRR2139881 SRR2139882 SRR2139883 SRR2139884 SRR2139885 SRR2139886 SRR2139887 SRR2139888 SRR2139889 SRR2139890 SRR2139891 SRR2139894 SRR2139896 SRR2139897 SRR2139898 SRR2139899 SRR2139900 SRR2139901 SRR2139902 SRR2139903 SRR2139904 SRR2139920 SRR2139921 SRR2139922 SRR2139923 SRR2139924 SRR2139925 SRR2139927 SRR2139928 SRR2139929 SRR2139930 SRR2139931 SRR2139932 SRR2139933 SRR2139934 SRR2139935 SRR2139936 SRR2139937 SRR2139938 SRR2139939 SRR2139940 SRR2139941 SRR2139942 SRR2139943 SRR2139944 SRR2139945 SRR2139946 SRR2139947 SRR2139948 SRR2139949 SRR2139950 SRR2139951 SRR2139952 SRR2139953 SRR2139954 SRR2139955 SRR2139956 SRR2139957 SRR2139958 SRR2139959 SRR2139960 SRR2139961 SRR2139962 SRR2139963 SRR2139964 SRR2139965 SRR2139966 SRR2139967 SRR2139968 SRR2139969 SRR2139970 SRR2139971 SRR2139972 SRR2139973 SRR2139974 SRR2139975 SRR2139976 SRR2139977 SRR2139978 SRR2139979 SRR2139980 SRR2139981 SRR2139982 SRR2139983 SRR2139984 SRR2139985 SRR2139986 SRR2139987 SRR2139988 SRR2139989 SRR2139990 SRR2139991 SRR2139992 SRR2139993 SRR2139994 SRR2139996 SRR2139997 SRR2139998 SRR2139999 SRR2140000 SRR2140001 SRR2140002 SRR2140003 SRR2140004 SRR2140005 SRR2140006 SRR2140007 SRR2140008 SRR2140010 SRR2140011 SRR2140012 SRR2140013 SRR2140014 SRR2140015 SRR2140016 SRR2140017 SRR2140018 SRR2140019 SRR2140020 SRR2140021 SRR2140022 SRR2140023 SRR2140024 SRR2140025 SRR2140026 SRR2140027 SRR2140028 SRR2140029 SRR2140035 SRR2140036 SRR2140037 SRR2140038 SRR2140039 SRR2140040 SRR2140082 SRR2140083 SRR2140088 SRR2140089 SRR2140090 SRR2140091 SRR2140092 SRR2140095 SRR2140096 SRR2140097 SRR2140098 SRR2140100 SRR2140101 SRR2140102 SRR2140103 SRR2140104 SRR2140105 SRR2140106 SRR2140107 SRR2140108 SRR2140110 SRR2140185 SRR2140186 SRR2140187 SRR2140188 SRR2140189 SRR2140190 SRR2140191 SRR2140192 SRR2140193 SRR2140194 SRR2140195 SRR2140196 SRR2140197 SRR2140198 SRR2140199 SRR2140200 SRR2140201 SRR2140203 SRR2140204 SRR2140205 SRR2140206 SRR2140207 SRR2140208 SRR2140209 SRR2140210 SRR2140211 SRR2140212 SRR2140213 SRR2140214 SRR2140216 SRR2140217 SRR2140218 SRR2140219 SRR2140220 SRR2140221 SRR2140222 SRR2140224 SRR2140225 SRR2140226 SRR2140227 SRR2140228 SRR2140229 SRR2140230 SRR2140231 SRR2140232 SRR2140263 SRR2140264 SRR2140265 SRR2140266 SRR2140267 SRR2140268 SRR2140269 SRR2140270 SRR2140271 SRR2140272 SRR2140274 SRR2140275 SRR2140276 SRR2140277 SRR2140278 SRR2140279 SRR2140280 SRR2140281 SRR2140282 SRR2140283 SRR2140284 SRR2140285 SRR2140286 SRR2140287 SRR2140289 SRR2140290 SRR2140291 SRR2140292 SRR2140293 SRR2140294 SRR2140295 SRR2140297 SRR2140298 SRR2140299 SRR2140300 SRR2140301 SRR2140302 SRR2140303 SRR2140304 SRR2140306 SRR2140308 SRR2140310 SRR2140311 SRR2140312 SRR2140313 SRR2140314 SRR2140316 SRR2140342 SRR2140399 SRR2140400 SRR2140401 SRR2140403 SRR2140410 SRR2140411 SRR2140412
GSE71585,GPL16417,SRR2139181
GSE71585,GPL17021,SRR2138606 SRR2138614 SRR2138674 SRR2138675 SRR2138676 SRR2138677 SRR2138678 SRR2138679 SRR2138680 SRR2138681 SRR2138682 SRR2138683 SRR2138684 SRR2138685 SRR2138686 SRR2138691 SRR2138702 SRR2138704 SRR2138705 SRR2138709 SRR2138711 SRR2138713 SRR2138714 SRR2138720 SRR2138728 SRR2138737 SRR2138738 SRR2138739 SRR2138740 SRR2138741 SRR2138742 SRR2138743 SRR2138744 SRR2138745 SRR2138746 SRR2138747 SRR2138748 SRR2138749 SRR2138750 SRR2138751 SRR2138752 SRR2138753 SRR2138754 SRR2138755 SRR2138756 SRR2138757 SRR2138830 SRR2138831 SRR2138832 SRR2138833 SRR2138835 SRR2138836 SRR2138837 SRR2138838 SRR2138840 SRR2138841 SRR2138842 SRR2138843 SRR2138846 SRR2138847 SRR2138852 SRR2138854 SRR2138855 SRR2138856 SRR2138857 SRR2138858 SRR2138859 SRR2138860 SRR2138861 SRR2138862 SRR2138863 SRR2138864 SRR2138865 SRR2138866 SRR2138867 SRR2138868 SRR2138869 SRR2138870 SRR2138871 SRR2138872 SRR2138873 SRR2138874 SRR2138875 SRR2138876 SRR2138877 SRR2138878 SRR2138879 SRR2138896 SRR2138897 SRR2138898 SRR2138899 SRR2138900 SRR2138901 SRR2138902 SRR2138903 SRR2138904 SRR2138905 SRR2138935 SRR2138936 SRR2138938 SRR2138939 SRR2138940 SRR2138941 SRR2138942 SRR2138943 SRR2138944 SRR2138945 SRR2138946 SRR2138947 SRR2138948 SRR2138949 SRR2138950 SRR2138951 SRR2138952 SRR2138953 SRR2138954 SRR2138955 SRR2138956 SRR2138957 SRR2138958 SRR2138959 SRR2138960 SRR2138961 SRR2138962 SRR2138963 SRR2138964 SRR2138968 SRR2138969 SRR2138970 SRR2138971 SRR2138972 SRR2138973 SRR2138974 SRR2138975 SRR2138976 SRR2138977 SRR2138978 SRR2138979 SRR2138980 SRR2138981 SRR2138982 SRR2138983 SRR2138984 SRR2138985 SRR2138986 SRR2138987 SRR2138988 SRR2138989 SRR2138990 SRR2138991 SRR2138992 SRR2138993 SRR2138994 SRR2138995 SRR2138996 SRR2138997 SRR2138998 SRR2138999 SRR2139000 SRR2139001 SRR2139005 SRR2139016 SRR2139056 SRR2139057 SRR2139063 SRR2139072 SRR2139093 SRR2139096 SRR2139102 SRR2139158 SRR2139159 SRR2139160 SRR2139161 SRR2139162 SRR2139163 SRR2139164 SRR2139165 SRR2139166 SRR2139167 SRR2139168 SRR2139169 SRR2139170 SRR2139171 SRR2139172 SRR2139173 SRR2139174 SRR2139175 SRR2139176 SRR2139177 SRR2139178 SRR2139179 SRR2139180 SRR2139182 SRR2139183 SRR2139184 SRR2139185 SRR2139188 SRR2139259 SRR2139260 SRR2139264 SRR2139265 SRR2139266 SRR2139267 SRR2139268 SRR2139269 SRR2139270 SRR2139271 SRR2139288 SRR2139290 SRR2139291 SRR2139292 SRR2139293 SRR2139294 SRR2139295 SRR2139296 SRR2139303 SRR2139314 SRR2139315 SRR2139316 SRR2139317 SRR2139318 SRR2139319 SRR2139320 SRR2139321 SRR2139322 SRR2139323 SRR2139324 SRR2139325 SRR2139326 SRR2139327 SRR2139328 SRR2139329 SRR2139330 SRR2139331 SRR2139332 SRR2139333 SRR2139336 SRR2139337 SRR2139372 SRR2139378 SRR2139379 SRR2139380 SRR2139381 SRR2139382 SRR2139385 SRR2139386 SRR2139387 SRR2139388 SRR2139389 SRR2139390 SRR2139391 SRR2139392 SRR2139393 SRR2139394 SRR2139395 SRR2139396 SRR2139397 SRR2139398 SRR2139399 SRR2139400 SRR2139401 SRR2139402 SRR2139403 SRR2139404 SRR2139405 SRR2139406 SRR2139407 SRR2139408 SRR2139419 SRR2139422 SRR2139423 SRR2139425 SRR2139426 SRR2139428 SRR2139429 SRR2139430 SRR2139433 SRR2139434 SRR2139435 SRR2139436 SRR2139437 SRR2139438 SRR2139439 SRR2139441 SRR2139442 SRR2139443 SRR2139444 SRR2139445 SRR2139446 SRR2139447 SRR2139448 SRR2139449 SRR2139450 SRR2139451 SRR2139452 SRR2139453 SRR2139454 SRR2139455 SRR2139456 SRR2139457 SRR2139458 SRR2139459 SRR2139460 SRR2139461 SRR2139462 SRR2139463 SRR2139464 SRR2139465 SRR2139466 SRR2139467 SRR2139468 SRR2139469 SRR2139470 SRR2139471 SRR2139472 SRR2139473 SRR2139474 SRR2139475 SRR2139476 SRR2139477 SRR2139478 SRR2139479 SRR2139480 SRR2139481 SRR2139482 SRR2139483 SRR2139484 SRR2139485 SRR2139486 SRR2139487 SRR2139488 SRR2139489 SRR2139490 SRR2139491 SRR2139492 SRR2139493 SRR2139494 SRR2139495 SRR2139496 SRR2139497 SRR2139498 SRR2139499 SRR2139500 SRR2139501 SRR2139502 SRR2139503 SRR2139504 SRR2139505 SRR2139557 SRR2139558 SRR2139559 SRR2139568 SRR2139571 SRR2139572 SRR2139575 SRR2139576 SRR2139577 SRR2139578 SRR2139579 SRR2139580 SRR2139581 SRR2139582 SRR2139583 SRR2139584 SRR2139585 SRR2139586 SRR2139587 SRR2139588 SRR2139589 SRR2139590 SRR2139591 SRR2139592 SRR2139593 SRR2139594 SRR2139595 SRR2139596 SRR2139597 SRR2139598 SRR2139599 SRR2139600 SRR2139601 SRR2139602 SRR2139603 SRR2139604 SRR2139605 SRR2139606 SRR2139607 SRR2139608 SRR2139609 SRR2139610 SRR2139611 SRR2139612 SRR2139613 SRR2139614 SRR2139615 SRR2139616 SRR2139617 SRR2139618 SRR2139662 SRR2139663 SRR2139664 SRR2139665 SRR2139666 SRR2139667 SRR2139668 SRR2139671 SRR2139672 SRR2139677 SRR2139678 SRR2139679 SRR2139680 SRR2139681 SRR2139682 SRR2139683 SRR2139684 SRR2139685 SRR2139686 SRR2139687 SRR2139688 SRR2139689 SRR2139690 SRR2139691 SRR2139692 SRR2139693 SRR2139694 SRR2139695 SRR2139696 SRR2139697 SRR2139698 SRR2139699 SRR2139700 SRR2139701 SRR2139702 SRR2139703 SRR2139704 SRR2139705 SRR2139706 SRR2139707 SRR2139708 SRR2139709 SRR2139710 SRR2139711 SRR2139712 SRR2139713 SRR2139714 SRR2139747 SRR2139748 SRR2139749 SRR2139750 SRR2139751 SRR2139752 SRR2139753 SRR2139754 SRR2139755 SRR2139756 SRR2139757 SRR2139758 SRR2139759 SRR2139760 SRR2139761 SRR2139762 SRR2139777 SRR2139778 SRR2139779 SRR2139780 SRR2139781 SRR2139782 SRR2139783 SRR2139784 SRR2139785 SRR2139786 SRR2139787 SRR2139788 SRR2139789 SRR2139790 SRR2139791 SRR2139792 SRR2139842 SRR2139847 SRR2139849 SRR2139850 SRR2139851 SRR2139852 SRR2139854 SRR2139855 SRR2139856 SRR2139858 SRR2139868 SRR2139871 SRR2139875 SRR2139876 SRR2139892 SRR2139893 SRR2139895 SRR2139905 SRR2139906 SRR2139907 SRR2139908 SRR2139909 SRR2139910 SRR2139911 SRR2139912 SRR2139913 SRR2139914 SRR2139915 SRR2139916 SRR2139917 SRR2139918 SRR2139919 SRR2139926 SRR2139995 SRR2140009 SRR2140030 SRR2140031 SRR2140032 SRR2140033 SRR2140034 SRR2140041 SRR2140042 SRR2140043 SRR2140044 SRR2140045 SRR2140046 SRR2140047 SRR2140048 SRR2140049 SRR2140050 SRR2140051 SRR2140052 SRR2140053 SRR2140054 SRR2140055 SRR2140056 SRR2140057 SRR2140058 SRR2140059 SRR2140060 SRR2140061 SRR2140062 SRR2140063 SRR2140064 SRR2140065 SRR2140066 SRR2140067 SRR2140068 SRR2140069 SRR2140070 SRR2140071 SRR2140072 SRR2140073 SRR2140074 SRR2140075 SRR2140076 SRR2140077 SRR2140078 SRR2140079 SRR2140080 SRR2140081 SRR2140084 SRR2140085 SRR2140086 SRR2140087 SRR2140093 SRR2140094 SRR2140099 SRR2140109 SRR2140111 SRR2140112 SRR2140113 SRR2140114 SRR2140115 SRR2140116 SRR2140117 SRR2140118 SRR2140119 SRR2140120 SRR2140121 SRR2140122 SRR2140123 SRR2140124 SRR2140125 SRR2140126 SRR2140127 SRR2140128 SRR2140129 SRR2140130 SRR2140131 SRR2140132 SRR2140133 SRR2140134 SRR2140135 SRR2140136 SRR2140137 SRR2140138 SRR2140139 SRR2140140 SRR2140141 SRR2140142 SRR2140143 SRR2140144 SRR2140145 SRR2140146 SRR2140147 SRR2140148 SRR2140149 SRR2140150 SRR2140151 SRR2140152 SRR2140153 SRR2140154 SRR2140155 SRR2140156 SRR2140157 SRR2140158 SRR2140159 SRR2140160 SRR2140161 SRR2140162 SRR2140163 SRR2140164 SRR2140165 SRR2140166 SRR2140167 SRR2140168 SRR2140169 SRR2140170 SRR2140171 SRR2140172 SRR2140173 SRR2140174 SRR2140175 SRR2140176 SRR2140177 SRR2140178 SRR2140179 SRR2140180 SRR2140181 SRR2140182 SRR2140183 SRR2140184 SRR2140202 SRR2140215 SRR2140223 SRR2140233 SRR2140234 SRR2140235 SRR2140236 SRR2140237 SRR2140238 SRR2140239 SRR2140240 SRR2140241 SRR2140242 SRR2140243 SRR2140244 SRR2140245 SRR2140246 SRR2140247 SRR2140248 SRR2140249 SRR2140250 SRR2140251 SRR2140252 SRR2140253 SRR2140254 SRR2140255 SRR2140256 SRR2140257 SRR2140258 SRR2140259 SRR2140260 SRR2140261 SRR2140262 SRR2140273 SRR2140288 SRR2140296 SRR2140305 SRR2140307 SRR2140309 SRR2140315 SRR2140317 SRR2140318 SRR2140319 SRR2140320 SRR2140321 SRR2140322 SRR2140323 SRR2140324 SRR2140325 SRR2140326 SRR2140327 SRR2140328 SRR2140329 SRR2140330 SRR2140331 SRR2140332 SRR2140333 SRR2140334 SRR2140335 SRR2140336 SRR2140337 SRR2140338 SRR2140339 SRR2140340 SRR2140341 SRR2140343 SRR2140344 SRR2140345 SRR2140346 SRR2140347 SRR2140348 SRR2140349 SRR2140350 SRR2140351 SRR2140352 SRR2140353 SRR2140354 SRR2140355 SRR2140356 SRR2140357 SRR2140358 SRR2140359 SRR2140360 SRR2140361 SRR2140362 SRR2140363 SRR2140364 SRR2140365 SRR2140366 SRR2140367 SRR2140368 SRR2140369 SRR2140370 SRR2140371 SRR2140372 SRR2140373 SRR2140374 SRR2140375 SRR2140376 SRR2140377 SRR2140378 SRR2140379 SRR2140380 SRR2140381 SRR2140382 SRR2140383 SRR2140384 SRR2140385 SRR2140386 SRR2140387 SRR2140388 SRR2140389 SRR2140390 SRR2140391 SRR2140392 SRR2140393 SRR2140394 SRR2140395 SRR2140396 SRR2140397 SRR2140398 SRR2140402 SRR2140404 SRR2140405 SRR2140406 SRR2140407 SRR2140408 SRR2140409
GSE71790,GPL13112,SRR2147328 SRR2147329
