GSE_ID,GPL_ID,SRR_ID
GSE122255,GPL21103,SRR8170373 SRR8170376 SRR8170377 SRR8170378 SRR8170379 SRR8170381 SRR8170382 SRR8170383
GSE122264,GPL17021,SRR8170897 SRR8170898 SRR8170899
GSE122291,GPL21103,SRR8172857 SRR8172858 SRR8172859 SRR8172860 SRR8172861 SRR8172862
GSE122313,GPL17021,SRR8175577 SRR8175578 SRR8175579 SRR8175580 SRR8175581 SRR8175582 SRR8175583 SRR8175584 SRR8175585 SRR8175586 SRR8175587 SRR8175588 SRR8175589 SRR8175590 SRR8175591 SRR8175592 SRR8175593 SRR8175594 SRR8175595 SRR8175596 SRR8175597 SRR8175598 SRR8175599 SRR8175600 SRR8175601 SRR8175602 SRR8175603 SRR8175604
GSE122331,GPL17021,SRR8176380 SRR8176381 SRR8176382 SRR8176383 SRR8176384 SRR8176385 SRR8176386 SRR8176387 SRR8176388 SRR8176389 SRR8176390 SRR8176391 SRR8176392 SRR8176393 SRR8176394 SRR8176395
GSE122336,GPL17021,SRR8176985 SRR8176986
GSE122345,GPL19057,SRR8177184 SRR8177185 SRR8177186 SRR8177187 SRR8177188 SRR8177189 SRR8177190 SRR8177191 SRR8177192 SRR8177193 SRR8177194 SRR8177195 SRR8177196 SRR8177197 SRR8177198 SRR8177199
GSE122359,GPL17021,SRR8178089 SRR8178090 SRR8178091 SRR8178092 SRR8178093 SRR8178094
GSE118891,GPL21273,SRR8178584 SRR8178585 SRR8178586 SRR8178587 SRR8178588 SRR8178589 SRR8178590 SRR8178591 SRR8178592 SRR8178593 SRR8178594 SRR8178595 SRR8178596 SRR8178597 SRR8178598 SRR8178599 SRR8178600 SRR8178601 SRR8178602 SRR8178603 SRR8178604 SRR8178605 SRR8178606 SRR8178607 SRR8178608 SRR8178609 SRR8178610 SRR8178611 SRR8178612 SRR8178613 SRR8178614 SRR8178615 SRR8178616 SRR8178617 SRR8178618 SRR8178619 SRR8178620 SRR8178621 SRR8178622 SRR8178623 SRR8178624 SRR8178625 SRR8178626 SRR8178627 SRR8178628 SRR8178629 SRR8178630 SRR8178631 SRR8178632 SRR8178633 SRR8178634 SRR8178635 SRR8178636 SRR8178637 SRR8178638 SRR8178639 SRR8178640 SRR8178641 SRR8178642 SRR8178643 SRR8178644 SRR8178645 SRR8178646 SRR8178647 SRR8178648 SRR8178649 SRR8178650 SRR8178651 SRR8178652 SRR8178653 SRR8178654 SRR8178655 SRR8178656 SRR8178657 SRR8178658 SRR8178659 SRR8178660 SRR8178661 SRR8178662 SRR8178663 SRR8178664 SRR8178665 SRR8178666 SRR8178667 SRR8178668 SRR8178669 SRR8178670 SRR8178671 SRR8178672 SRR8178673 SRR8178674 SRR8178675 SRR8178676 SRR8178677 SRR8178678 SRR8178679 SRR8178680 SRR8178681 SRR8178682 SRR8178683 SRR8178684 SRR8178685 SRR8178686 SRR8178687 SRR8178688 SRR8178689 SRR8178690 SRR8178691 SRR8178692 SRR8178693 SRR8178694 SRR8178695 SRR8178696 SRR8178697 SRR8178698 SRR8178699 SRR8178700 SRR8178701 SRR8178702 SRR8178703 SRR8178704 SRR8178705 SRR8178706 SRR8178707 SRR8178708 SRR8178709 SRR8178710 SRR8178711 SRR8178712 SRR8178713 SRR8178714 SRR8178715 SRR8178716 SRR8178717 SRR8178718 SRR8178719 SRR8178720 SRR8178721 SRR8178722 SRR8178723 SRR8178724 SRR8178725 SRR8178726 SRR8178727 SRR8178728 SRR8178729 SRR8178730 SRR8178731 SRR8178732 SRR8178733 SRR8178734 SRR8178735 SRR8178736 SRR8178737 SRR8178738 SRR8178739 SRR8178740 SRR8178741 SRR8178742 SRR8178743 SRR8178744 SRR8178745 SRR8178746 SRR8178747 SRR8178748 SRR8178749 SRR8178750 SRR8178751 SRR8178752 SRR8178753 SRR8178754 SRR8178755 SRR8178756 SRR8178757 SRR8178758 SRR8178759 SRR8178760 SRR8178761 SRR8178762 SRR8178763 SRR8178764 SRR8178765 SRR8178766 SRR8178767 SRR8178768 SRR8178769 SRR8178770 SRR8178771 SRR8178772 SRR8178773 SRR8178774 SRR8178775 SRR8178776 SRR8178777 SRR8178778 SRR8178779 SRR8178780 SRR8178781 SRR8178782 SRR8178783 SRR8178784 SRR8178785 SRR8178786 SRR8178787 SRR8178788 SRR8178789 SRR8178790 SRR8178791 SRR8178792 SRR8178793 SRR8178794 SRR8178795 SRR8178796 SRR8178797 SRR8178798 SRR8178799 SRR8178800 SRR8178801 SRR8178802 SRR8178803 SRR8178804 SRR8178805 SRR8178806 SRR8178807 SRR8178808 SRR8178809 SRR8178810 SRR8178811 SRR8178812 SRR8178813 SRR8178814 SRR8178815 SRR8178816 SRR8178817 SRR8178818 SRR8178819 SRR8178820 SRR8178821 SRR8178822 SRR8178823 SRR8178824 SRR8178825 SRR8178826 SRR8178827 SRR8178828 SRR8178829 SRR8178830 SRR8178831 SRR8178832 SRR8178833 SRR8178834 SRR8178835 SRR8178836 SRR8178837 SRR8178838 SRR8178839 SRR8178840 SRR8178841 SRR8178842 SRR8178843 SRR8178844 SRR8178845 SRR8178846 SRR8178847 SRR8178848 SRR8178849 SRR8178850 SRR8178851 SRR8178852 SRR8178853 SRR8178854 SRR8178855 SRR8178856 SRR8178857 SRR8178858 SRR8178859 SRR8178860 SRR8178861 SRR8178862 SRR8178863 SRR8178864 SRR8178865 SRR8178866 SRR8178867 SRR8178868 SRR8178869 SRR8178870 SRR8178871 SRR8178872 SRR8178873 SRR8178874 SRR8178875 SRR8178876 SRR8178877 SRR8178878 SRR8178879 SRR8178880 SRR8178881 SRR8178882 SRR8178883 SRR8178884 SRR8178885 SRR8178886 SRR8178887 SRR8178888 SRR8178889 SRR8178890 SRR8178891 SRR8178892 SRR8178893 SRR8178894 SRR8178895 SRR8178896 SRR8178897 SRR8178898 SRR8178899 SRR8178900 SRR8178901 SRR8178902 SRR8178903 SRR8178904 SRR8178905 SRR8178906 SRR8178907 SRR8178908 SRR8178909 SRR8178910 SRR8178911 SRR8178912 SRR8178913 SRR8178914 SRR8178915 SRR8178916 SRR8178917 SRR8178918 SRR8178919 SRR8178920 SRR8178921 SRR8178922 SRR8178923 SRR8178924 SRR8178925 SRR8178926 SRR8178927 SRR8178928 SRR8178929 SRR8178930 SRR8178931 SRR8178932 SRR8178933 SRR8178934 SRR8178935 SRR8178936 SRR8178937 SRR8178938 SRR8178939 SRR8178940 SRR8178941 SRR8178942 SRR8178943 SRR8178944 SRR8178945 SRR8178946 SRR8178947 SRR8178948 SRR8178949 SRR8178950 SRR8178951 SRR8178952 SRR8178953 SRR8178954 SRR8178955 SRR8178956 SRR8178957 SRR8178958 SRR8178959 SRR8178960 SRR8178961 SRR8178962 SRR8178963 SRR8178964 SRR8178966 SRR8178967 SRR8178968 SRR8178969 SRR8178970 SRR8178971 SRR8178972 SRR8178973 SRR8178974 SRR8178975 SRR8178976 SRR8178977 SRR8178978 SRR8178979 SRR8178980 SRR8178981 SRR8178982 SRR8178983 SRR8178984 SRR8178985 SRR8178986 SRR8178987 SRR8178988 SRR8178989 SRR8178990 SRR8178991 SRR8178992 SRR8178993 SRR8178994 SRR8178995 SRR8178996 SRR8178997 SRR8178998 SRR8178999 SRR8179000 SRR8179001 SRR8179002 SRR8179003 SRR8179004 SRR8179005 SRR8179006 SRR8179007 SRR8179008 SRR8179009 SRR8179010 SRR8179011 SRR8179012 SRR8179013 SRR8179014 SRR8179015 SRR8179016 SRR8179017 SRR8179018 SRR8179019 SRR8179020 SRR8179021 SRR8179022 SRR8179023 SRR8179024 SRR8179025 SRR8179026 SRR8179027 SRR8179028 SRR8179029 SRR8179030 SRR8179031 SRR8179032 SRR8179033 SRR8179034 SRR8179035 SRR8179036 SRR8179037 SRR8179038 SRR8179039 SRR8179040 SRR8179041 SRR8179042 SRR8179043 SRR8179044 SRR8179045 SRR8179046 SRR8179047 SRR8179048 SRR8179049 SRR8179050 SRR8179051 SRR8179052 SRR8179053 SRR8179054 SRR8179055 SRR8179056 SRR8179057 SRR8179058 SRR8179059 SRR8179060 SRR8179061 SRR8179062 SRR8179063
GSE122367,GPL21493,SRR8179095 SRR8179096 SRR8179097 SRR8179098 SRR8179099 SRR8179100 SRR8179101 SRR8179102 SRR8179103 SRR8179104 SRR8179105 SRR8179106
GSE122441,GPL17021,SRR8181223 SRR8181224 SRR8181225 SRR8181226 SRR8181227 SRR8181228 SRR8181229 SRR8181230 SRR8181231 SRR8181232 SRR8181233 SRR8181234
GSE122464,GPL19057,SRR8181453 SRR8181454 SRR8181455 SRR8181456 SRR8181457 SRR8181458 SRR8181459 SRR8181460 SRR8181461 SRR8181462 SRR8181463 SRR8181464 SRR8181465 SRR8181466 SRR8181467 SRR8181468 SRR8181469 SRR8181470 SRR8181471 SRR8181472 SRR8181473 SRR8181474 SRR8181475 SRR8181476 SRR8181477 SRR8181478 SRR8181479 SRR8181480 SRR8181481 SRR8181482 SRR8181483 SRR8181484 SRR8181485 SRR8181486 SRR8181487 SRR8181488 SRR8181489 SRR8181490 SRR8181491 SRR8181492 SRR8181493 SRR8181494 SRR8181495 SRR8181496 SRR8181497 SRR8181498 SRR8181499 SRR8181500 SRR8181501 SRR8181502 SRR8181503 SRR8181504 SRR8181505 SRR8181506 SRR8181507 SRR8181508 SRR8181509 SRR8181510 SRR8181511 SRR8181512 SRR8181513 SRR8181514 SRR8181515 SRR8181516 SRR8181517 SRR8181518 SRR8181519 SRR8181520 SRR8181521 SRR8181522 SRR8181523 SRR8181524 SRR8181525 SRR8181526 SRR8181527 SRR8181528 SRR8181529 SRR8181530 SRR8181531
GSE122468,GPL19057,SRR8181532 SRR8181533 SRR8181534 SRR8181535 SRR8181536 SRR8181537 SRR8181538 SRR8181539 SRR8181540 SRR8181541 SRR8181542 SRR8181543 SRR8181544 SRR8181545 SRR8181546 SRR8181547 SRR8181548 SRR8181549
GSE122471,GPL17021,SRR8181580 SRR8181581 SRR8181582 SRR8181583 SRR8181584 SRR8181585
GSE122472,GPL17021,SRR8181586 SRR8181587 SRR8181588
GSE122473,GPL19057,SRR8181589 SRR8181590 SRR8181591 SRR8181592 SRR8181593
GSE122491,GPL17021,SRR8187015 SRR8187016
GSE122492,GPL17021,SRR8187017 SRR8187018
GSE122547,GPL21103,SRR8188595 SRR8188596 SRR8188597 SRR8188598 SRR8188599 SRR8188600
GSE122562,GPL17021,SRR8191200 SRR8191201 SRR8191202 SRR8191203 SRR8191204 SRR8191205 SRR8191206 SRR8191207 SRR8191208 SRR8191209 SRR8191210 SRR8191211
GSE122564,GPL16331,SRR8191221 SRR8191222 SRR8191223 SRR8191224 SRR8191225 SRR8191226 SRR8191227 SRR8191228 SRR8191229 SRR8191230 SRR8191231 SRR8191232 SRR8191233 SRR8191234 SRR8191235 SRR8191236 SRR8191237 SRR8191238 SRR8191239 SRR8191240 SRR8191241 SRR8191242 SRR8191243 SRR8191244
GSE122635,GPL21273,SRR8200845 SRR8200846 SRR8200847 SRR8200848 SRR8200849
GSE122637,GPL21273,SRR8201314 SRR8201315 SRR8201316 SRR8201317
GSE122641,GPL21103,SRR8201761 SRR8201762 SRR8201763 SRR8201764 SRR8201765 SRR8201766
GSE122644,GPL17021,SRR8201906 SRR8201907 SRR8201908 SRR8201909 SRR8201910 SRR8201911 SRR8201912 SRR8201913 SRR8201914 SRR8201915 SRR8201916 SRR8201917 SRR8201918 SRR8201919 SRR8201920 SRR8201921 SRR8201922 SRR8201923 SRR8201924 SRR8201925 SRR8201926 SRR8201927 SRR8201928 SRR8201929 SRR8201930 SRR8201931 SRR8201932 SRR8201933 SRR8201934 SRR8201935 SRR8201936 SRR8201937 SRR8201938 SRR8201939 SRR8201940 SRR8201941 SRR8201942 SRR8201943 SRR8201944 SRR8201945 SRR8201946 SRR8201947 SRR8201948 SRR8201949 SRR8201950 SRR8201951 SRR8201952 SRR8201953 SRR8201954 SRR8201955 SRR8201956 SRR8201957 SRR8201958 SRR8201959 SRR8201960 SRR8201961 SRR8201962 SRR8201963 SRR8201964 SRR8201965 SRR8201966 SRR8201967 SRR8201968 SRR8201969 SRR8201970
GSE122663,GPL16331,SRR8204478 SRR8204479 SRR8204480 SRR8204481 SRR8204482 SRR8204483 SRR8204484 SRR8204485 SRR8204486 SRR8204487 SRR8204488 SRR8204489 SRR8204490 SRR8204491 SRR8204492 SRR8204493 SRR8204494 SRR8204495
GSE122683,GPL21273,SRR8206751 SRR8206752 SRR8206753 SRR8206754
GSE122696,GPL17021,SRR8206794 SRR8206795 SRR8206796 SRR8206797 SRR8206798 SRR8206799 SRR8206800 SRR8206801 SRR8206802 SRR8206803 SRR8206804 SRR8206805 SRR8206806 SRR8206807 SRR8206808 SRR8206809 SRR8206810 SRR8206811 SRR8206812 SRR8206813 SRR8206814 SRR8206815 SRR8206816 SRR8206817 SRR8206818 SRR8206819 SRR8206820 SRR8206821 SRR8206822 SRR8206823 SRR8206824 SRR8206825 SRR8206826 SRR8206827
GSE122740,GPL17021,SRR8209454 SRR8209455 SRR8209456 SRR8209457 SRR8209458 SRR8209459 SRR8209460 SRR8209461
GSE122740,GPL21493,SRR8209462 SRR8209463 SRR8209464 SRR8209465 SRR8209466 SRR8209467 SRR8209468 SRR8209469 SRR8209470 SRR8209471 SRR8209472 SRR8209473
GSE122780,GPL17021,SRR8218081 SRR8218082 SRR8218083 SRR8218084 SRR8218085 SRR8218086 SRR8218087 SRR8218088 SRR8218089 SRR8218090 SRR8218091 SRR8218092 SRR8218093 SRR8218094 SRR8218095 SRR8218096 SRR8218097 SRR8218098 SRR8218099 SRR8218100
GSE122780,GPL21103,SRR8218101 SRR8218102 SRR8218103 SRR8218104 SRR8218105 SRR8218106 SRR8218107 SRR8218108 SRR8218109 SRR8218110 SRR8218111 SRR8218112 SRR8218113 SRR8218114 SRR8218115 SRR8218116 SRR8218117 SRR8218118 SRR8218119 SRR8218120
GSE122785,GPL19057,SRR8224219 SRR8224220 SRR8224221 SRR8224225 SRR8224226 SRR8224227
GSE122785,GPL25832,SRR8224222 SRR8224223 SRR8224224 SRR8224228 SRR8224229 SRR8224230
GSE122789,GPL17021,SRR8224898 SRR8224899
GSE122805,GPL21273,SRR8234789 SRR8234790 SRR8234791 SRR8234792
GSE122840,GPL19057,SRR8242669 SRR8242670 SRR8242671 SRR8242672 SRR8242673 SRR8242674 SRR8242675 SRR8242676 SRR8242677 SRR8242678 SRR8242679 SRR8242680 SRR8242681 SRR8242682 SRR8242683 SRR8242684 SRR8242685 SRR8242686 SRR8242687 SRR8242688 SRR8242689 SRR8242690 SRR8242691 SRR8242692 SRR8242693 SRR8242694 SRR8242695 SRR8242696 SRR8242697 SRR8242698 SRR8242699 SRR8242700 SRR8242701 SRR8242702 SRR8242703 SRR8242704 SRR8242705 SRR8242706 SRR8242707 SRR8242708 SRR8242709 SRR8242710 SRR8242711 SRR8242712 SRR8242713 SRR8242714 SRR8242715 SRR8242716 SRR8242717 SRR8242718 SRR8242719 SRR8242720 SRR8242721 SRR8242722 SRR8242723 SRR8242724 SRR8242725 SRR8242726 SRR8242727 SRR8242728 SRR8242729 SRR8242730 SRR8242731 SRR8242732 SRR8242733 SRR8242734 SRR8242735 SRR8242736 SRR8242737 SRR8242738 SRR8242739 SRR8242740 SRR8242741 SRR8242742 SRR8242743 SRR8242744 SRR8242745
GSE122871,GPL17021,SRR8239844 SRR8239845 SRR8350564 SRR8350565 SRR8350566 SRR8350567 SRR8350568 SRR8350569 SRR8350570 SRR8350571 SRR8350572 SRR8350573 SRR8350574 SRR8350575 SRR8350576 SRR8350577 SRR8350578 SRR8350579 SRR8350580 SRR8350581 SRR8350582 SRR8350583 SRR8350584 SRR8350585 SRR8350586 SRR8350587 SRR8350588 SRR8350589 SRR8350590 SRR8350591 SRR8350592 SRR8350593 SRR8350594 SRR8350595 SRR8350596 SRR8350597 SRR8350598 SRR8350599 SRR8350600 SRR8350601 SRR8350602 SRR8350603 SRR8350604 SRR8350605 SRR8350606 SRR8350607 SRR8350608 SRR8350609 SRR8350610 SRR8350611 SRR8350612 SRR8350613 SRR8350614 SRR8350615 SRR8350616 SRR8350617 SRR8350618 SRR8350619 SRR8350620 SRR8350621 SRR8350622 SRR8350623 SRR8350624 SRR8350625 SRR8350626 SRR8350627 SRR8350628 SRR8350629 SRR8350630 SRR8350631 SRR8350632 SRR8350633 SRR8350634 SRR8350635 SRR8350636 SRR8350637 SRR8350638 SRR8350639 SRR8350640 SRR8350641 SRR8350642 SRR8350643 SRR8350644 SRR8350645 SRR8350646 SRR8350647 SRR8350648 SRR8350649 SRR8350650 SRR8350651 SRR8350652 SRR8350653 SRR8350654 SRR8350655 SRR8350656 SRR8350657 SRR8350658 SRR8350659 SRR8350660 SRR8350661 SRR8350662 SRR8350663 SRR8350664 SRR8350665 SRR8350666 SRR8350667 SRR8350668 SRR8350669 SRR8350670 SRR8350671 SRR8350672 SRR8350673 SRR8350674 SRR8350675 SRR8350676 SRR8350677 SRR8350678 SRR8350679 SRR8350680 SRR8350681 SRR8350682 SRR8350683 SRR8350684 SRR8350685 SRR8350686 SRR8350687 SRR8350688 SRR8350689 SRR8350690 SRR8350691 SRR8350692 SRR8350693 SRR8350694 SRR8350695 SRR8350696 SRR8350697 SRR8350698 SRR8350699 SRR8350700 SRR8350701 SRR8350702 SRR8350703 SRR8350704 SRR8350705 SRR8350706 SRR8350707 SRR8350708 SRR8350709 SRR8350710 SRR8350711 SRR8350712 SRR8350713 SRR8350714 SRR8350715 SRR8350716 SRR8350717 SRR8350718 SRR8350719 SRR8350720 SRR8350721 SRR8350722 SRR8350723 SRR8350724 SRR8350725 SRR8350726 SRR8350727 SRR8350728 SRR8350729 SRR8350730 SRR8350731 SRR8350732 SRR8350733 SRR8350734 SRR8350735 SRR8350736 SRR8350737 SRR8350738 SRR8350739 SRR8350740 SRR8350741 SRR8350742 SRR8350743 SRR8350744 SRR8350745 SRR8350746 SRR8350747 SRR8350748 SRR8350749 SRR8350750 SRR8350751 SRR8350752 SRR8350753 SRR8350754 SRR8350755 SRR8350756 SRR8350757 SRR8350758 SRR8350759 SRR8350760 SRR8350761 SRR8350762 SRR8350763 SRR8350764 SRR8350765 SRR8350766 SRR8350767 SRR8350768 SRR8350769 SRR8350770 SRR8350771 SRR8350772 SRR8350773 SRR8350774 SRR8350775 SRR8350776 SRR8350777 SRR8350778 SRR8350779 SRR8350780 SRR8350781 SRR8350782 SRR8350783 SRR8350784 SRR8350785 SRR8350786
GSE122919,GPL17021,SRR8242109 SRR8242110 SRR8242111 SRR8242112 SRR8242113 SRR8242114 SRR8242115 SRR8242116 SRR8242117 SRR8242118 SRR8242119 SRR8242120 SRR8242121 SRR8242122 SRR8242123 SRR8242124 SRR8242125 SRR8242126 SRR8242127 SRR8242128 SRR8242129 SRR8242130 SRR8242131 SRR8242132 SRR8242133 SRR8242134 SRR8242135 SRR8242136 SRR8242137 SRR8242138 SRR8242139 SRR8242140 SRR8242141 SRR8242142
GSE122929,GPL13112,SRR8242746 SRR8242747 SRR8242748 SRR8242749 SRR8242750 SRR8242751 SRR8242752 SRR8242753
GSE122948,GPL17021,SRR8244461 SRR8244462
GSE122956,GPL19057,SRR8244743 SRR8244744 SRR8244745 SRR8244746 SRR8244747 SRR8244748 SRR8244749 SRR8244750 SRR8244751 SRR8244752
