gse_id,gpl_id,repo_id
GSE166502,GPL10558,1610017724989
GSE166467,GPL10558,1610017724989
GSE166466,GPL23126,1610017724989
GSE162799,GPL29479,1610017724989
GSE162250,GPL13667,1610017724989
GSE162251,GPL11180,1610017724989
GSE162252,GPL11180,1610017724989
GSE160905,GPL1261,1610017724989
GSE155428,GPL339,1610017724989
GSE140387,GPL23038,1610017724989
GSE110924,GPL20844,1610017724989
GSE110922,GPL20844,1610017724989
GSE110921,GPL20844,1610017724989
GSE110919,GPL20844,1610017724989
GSE110918,GPL20844,1610017724989
GSE110917,GPL20844,1610017724989
GSE110916,GPL20844,1610017724989
GSE99445,GPL19824,1610017724989
GSE99446,GPL20171,1610017724989
GSE166389,GPL23159,1610017724989
GSE166388,GPL570,1610017724989
GSE159748,GPL21163,1610017724989
GSE153304,GPL22740,1610017724989
GSE133153,GPL570,1610017724989
GSE110822,GPL21185,1610017724989
GSE110418,GPL16686,1610017724989
GSE156269,GPL17692,1610017724989
GSE156197,GPL1261,1610017724989
GSE151808,GPL23159,1610017724989
GSE147602,GPL21047,1610017724989
GSE131603,GPL20258,1610017724989
GSE166193,GPL16686,1610017724989
GSE160026,GPL21877,1610017724989
GSE160023,GPL16686,1610017724989
GSE166097,GPL29690,1610017724989
GSE166094,GPL13694,1610017724989
GSE166057,GPL21163,1610017724989
GSE164357,GPL6887,1610017724989
GSE129776,GPL16570,1610017724989
GSE110474,GPL16570,1610017724989
GSE166029,GPL28460,1610017724989
GSE166020,GPL23038,1610017724989
GSE166010,GPL25015,1610017724989
GSE166001,GPL16570,1610017724989
GSE165969,GPL24242,1610017724989
GSE165934,GPL23126,1610017724989
GSE160805,GPL10558,1610017724989
GSE152326,GPL26944,1610017724989
GSE165854,GPL17586,1610017724989
GSE165329,GPL6246,1610017724989
GSE154723,GPL21185,1610017724989
GSE154021,GPL16570,1610017724989
GSE147890,GPL571,1610017724989
GSE134072,GPL17117,1610017724989
GSE111259,GPL6244,1610017724989
GSE111204,GPL6244,1610017724989
GSE111129,GPL16686,1610017724989
GSE111109,GPL2872,1610017724989
GSE110960,GPL6244,1610017724989
GSE110237,GPL21185,1610017724989
GSE109859,GPL17692,1610017724989
GSE45498,GPL16299,1610017724989
GSE45498,GPL16231,1610017724989
GSE37097,GPL6246,1610017724989
GSE165841,GPL10558,1610017724989
GSE165226,GPL29631,1610017724989
GSE163462,GPL17117,1610017724989
GSE162134,GPL23159,1610017724989
GSE160920,GPL10787,1610017724989
GSE160646,GPL20258,1610017724989
GSE159958,GPL6480,1610017724989
GSE143375,GPL23159,1610017724989
GSE156199,GPL16686,1610017724989
GSE152299,GPL23159,1610017724989
GSE151670,GPL6246,1610017724989
GSE147211,GPL13667,1610017724989
GSE140328,GPL16686,1610017724989
GSE137291,GPL23126,1610017724989
GSE136247,GPL17586,1610017724989
GSE126440,GPL20844,1610017724989
GSE124938,GPL10787,1610017724989
GSE102229,GPL17586,1610017724989
GSE94244,GPL16686,1610017724989
GSE55715,GPL6947,1610017724989
GSE35188,GPL2881,1610017724989
GSE35188,GPL4134,1610017724989
GSE165800,GPL22909,1610017724989
GSE109861,GPL23038,1610017724989
GSE165721,GPL29662,1610017724989
GSE144415,GPL6887,1610017724989
GSE138694,GPL14746,1610017724989
GSE150846,GPL23126,1610017724989
GSE125705,GPL23159,1610017724989
GSE165567,GPL23986,1610017724989
GSE162565,GPL17117,1610017724989
GSE160496,GPL22438,1610017724989
GSE157472,GPL21163,1610017724989
GSE157395,GPL4134,1610017724989
GSE155239,GPL2881,1610017724989
GSE155239,GPL10732,1610017724989
GSE155135,GPL16699,1610017724989
GSE149741,GPL25261,1610017724989
GSE147061,GPL1261,1610017724989
GSE146383,GPL571,1610017724989
GSE144519,GPL20775,1610017724989
GSE119695,GPL6246,1610017724989
GSE165470,GPL23126,1610017724989
GSE164744,GPL15207,1610017724989
GSE144127,GPL10558,1610017724989
GSE126425,GPL1261,1610017724989
GSE149029,GPL17226,1610017724989
GSE149029,GPL11180,1610017724989
GSE147710,GPL23126,1610017724989
GSE165377,GPL24242,1610017724989
GSE165341,GPL10558,1610017724989
GSE165237,GPL10191,1610017724989
GSE165225,GPL22388,1610017724989
GSE165222,GPL570,1610017724989
GSE150408,GPL21185,1610017724989
GSE144107,GPL16686,1610017724989
GSE97251,GPL21827,1610017724989
GSE10292,GPL96,1610017724989
GSE165216,GPL20775,1610017724989
GSE154301,GPL6246,1610017724989
GSE148682,GPL24324,1610017724989
GSE146357,GPL10787,1610017724989
GSE143876,GPL22740,1610017724989
GSE125402,GPL14550,1610017724989
GSE125401,GPL14550,1610017724989
GSE165112,GPL570,1610017724989
GSE165111,GPL13912,1610017724989
GSE158860,GPL16570,1610017724989
GSE158861,GPL23038,1610017724989
GSE158862,GPL23038,1610017724989
GSE153613,GPL21810,1610017724989
GSE72393,GPL6887,1610017724989
GSE72394,GPL6887,1610017724989
GSE161836,GPL23040,1610017724989
GSE159490,GPL20115,1610017724989
GSE159490,GPL19072,1610017724989
GSE153326,GPL21185,1610017724989
GSE153340,GPL21185,1610017724989
GSE152271,GPL1261,1610017724989
GSE133372,GPL20844,1610017724989
GSE111884,GPL1261,1610017724989
GSE165004,GPL16699,1610017724989
GSE144457,GPL21185,1610017724989
GSE137041,GPL6244,1610017724989
GSE66806,GPL11180,1610017724989
GSE164955,GPL13912,1610017724989
GSE143885,GPL23159,1610017724989
GSE164941,GPL16686,1610017724989
GSE164934,GPL11532,1610017724989
GSE162553,GPL13497,1610017724989
GSE164881,GPL10558,1610017724989
GSE164854,GPL6885,1610017724989
GSE164828,GPL22439,1610017724989
GSE164805,GPL26963,1610017724989
GSE164803,GPL19978,1610017724989
GSE156802,GPL570,1610017724989
GSE109602,GPL13692,1610017724989
GSE164731,GPL13912,1610017724989
GSE154568,GPL1261,1610017724989
GSE109230,GPL18451,1610017724989
GSE151198,GPL17077,1610017724989
GSE132816,GPL15084,1610017724989
GSE132817,GPL15084,1610017724989
GSE164632,GPL16686,1610017724989
GSE125094,GPL17077,1610017724989
GSE121557,GPL21970,1610017724989
GSE161355,GPL570,1610017724989
GSE161116,GPL19965,1610017724989
GSE152884,GPL20775,1610017724989
GSE138407,GPL23159,1610017724989
GSE134347,GPL17586,1610017724989
GSE134356,GPL17586,1610017724989
GSE134358,GPL21572,1610017724989
GSE143461,GPL7202,1610017724989
GSE164446,GPL19882,1610017724989
GSE160208,GPL29311,1610017724989
GSE115002,GPL13497,1610017724989
GSE64372,GPL10558,1610017724989
GSE164368,GPL16686,1610017724989
GSE164346,GPL29574,1610017724989
GSE164338,GPL17692,1610017724989
GSE164329,GPL16699,1610017724989
GSE109318,GPL13607,1610017724989
GSE109318,GPL4133,1610017724989
GSE164321,GPL17400,1610017724989
GSE164318,GPL23126,1610017724989
GSE164248,GPL23126,1610017724989
GSE151300,GPL21700,1610017724989
GSE144209,GPL16570,1610017724989
GSE124022,GPL17586,1610017724989
GSE63828,GPL6480,1610017724989
GSE164234,GPL23038,1610017724989
GSE164201,GPL21185,1610017724989
GSE164191,GPL570,1610017724989
GSE156877,GPL23126,1610017724989
GSE163168,GPL6246,1610017724989
GSE120148,GPL16699,1610017724989
GSE117460,GPL23038,1610017724989
GSE117456,GPL17400,1610017724989
GSE111477,GPL5175,1610017724989
GSE111477,GPL5188,1610017724989
GSE93296,GPL1261,1610017724989
GSE164140,GPL10333,1610017724989
GSE156483,GPL1708,1610017724989
GSE108752,GPL22388,1610017724989
GSE152173,GPL24242,1610017724989
GSE142823,GPL17586,1610017724989
GSE137573,GPL16570,1610017724989
GSE159207,GPL8759,1610017724989
GSE141804,GPL571,1610017724989
GSE155517,GPL21103,1610017724989
GSE107922,GPL15034,1610017724989
GSE161721,GPL4133,1610017724989
GSE154325,GPL6193,1610017724989
GSE159079,GPL21883,1610017724989
GSE159079,GPL22598,1610017724989
GSE149322,GPL20078,1610017724989
GSE120290,GPL20258,1610017724989
GSE100656,GPL4133,1610017724989
GSE136411,GPL6104,1610017724989
GSE46301,GPL1355,1610017724989
GSE128862,GPL340,1610017724989
GSE102150,GPL11202,1610017724989
GSE137680,GPL17586,1610017724989
GSE89197,GPL20775,1610017724989
