gse_id,gpl_id,repo_id
GSE191208,GPL21103,17
GSE188217,GPL24247,17
GSE185731,GPL17021,17
GSE185731,GPL18413,17
GSE185711,GPL19057,17
GSE185711,GPL24247,17
GSE185710,GPL24247,17
GSE185696,GPL19057,17
GSE184937,GPL24676,17
GSE184545,GPL21273,17
GSE184545,GPL21273,17
GSE184544,GPL21273,17
GSE184483,GPL21273,17
GSE184073,GPL24676,17
GSE183916,GPL20301,17
GSE183811,GPL19057,17
GSE182776,GPL24247,17
GSE177037,GPL22396,17
GSE175939,GPL19057,17
GSE170673,GPL16791,17
GSE170673,GPL24676,17
GSE169381,GPL16791,17
GSE164908,GPL21273,17
GSE164865,GPL24676,17
GSE164647,GPL24676,17
GSE164417,GPL18573,17
GSE161711,GPL11154,17
GSE158755,GPL23227,17
GSE151100,GPL20301,17
GSE143154,GPL24676,17
GSE135003,GPL13112,17
GSE125976,GPL21103,17
