GSE_ID,GPL_ID
GSE21244,GPL6244
GSE2125,GPL570
GSE21251,GPL96
GSE21255,GPL1261
GSE21261,GPL570
GSE21262,GPL570
GSE21267,GPL1261
GSE21280,GPL4133
GSE21284,GPL10305
GSE21298,GPL5175
GSE21305,GPL5175
GSE21315,GPL6244
GSE21321,GPL10322
GSE21324,GPL6246
GSE21328,GPL4133
GSE21336,GPL5175
GSE21343,GPL6885
GSE21354,GPL570
GSE21358,GPL6885
GSE21361,GPL1261
GSE21374,GPL570
GSE21380,GPL1261
GSE21390,GPL1310
GSE21393,GPL1261
GSE21401,GPL6244
GSE21403,GPL1355
GSE21406,GPL7294
GSE21421,GPL6884
GSE21422,GPL570
GSE21423,GPL10344
GSE21425,GPL6883
GSE21429,GPL6480
GSE21448,GPL1261
GSE21450,GPL5175
GSE21451,GPL6887
GSE21454,GPL4134
GSE21455,GPL4134
GSE21458,GPL6883
GSE21463,GPL6246
GSE21475,GPL6096
GSE21476,GPL1355
GSE21483,GPL570
GSE21493,GPL6885
GSE21496,GPL570
GSE21501,GPL4133
GSE21511,GPL5175
GSE21512,GPL7202
GSE21514,GPL10358
GSE21524,GPL6887
GSE21534,GPL201
GSE21545,GPL570
GSE21547,GPL570
GSE21549,GPL1261
GSE21550,GPL570
GSE21554,GPL570
GSE21555,GPL6254
GSE21561,GPL6480
GSE21566,GPL6480
GSE21569,GPL1261
GSE21570,GPL570
GSE21573,GPL1355
GSE21574,GPL570
GSE21575,GPL570
GSE21577,GPL570
GSE21580,GPL9250
GSE21586,GPL4133
GSE21592,GPL571
GSE21606,GPL1261
GSE21608,GPL4134
GSE21612,GPL570
GSE21633,GPL10377
GSE21640,GPL6247
GSE21641,GPL6247
GSE21648,GPL96
GSE21650,GPL6246
GSE21656,GPL6244
GSE21657,GPL201
GSE21668,GPL570
GSE21675,GPL6885
GSE21677,GPL6885
GSE21678,GPL1261
GSE21682,GPL1355
GSE21702,GPL6104
GSE21707,GPL6885
GSE21710,GPL1261
GSE21711,GPL1261
GSE21713,GPL5175
GSE21738,GPL1261
GSE2175,GPL96
GSE21751,GPL6244
GSE21760,GPL570
GSE21768,GPL6105
GSE21785,GPL96
GSE21802,GPL6102
GSE21826,GPL570
GSE21829,GPL1261
GSE21830,GPL6883
GSE21835,GPL6883
GSE21837,GPL571
GSE21838,GPL6947
