"GSE_ID","GPL_ID"
"GSE48280","GPL6244"
"GSE48281","GPL6244"
"GSE4829","GPL2995"
"GSE48293","GPL6246"
"GSE48302","GPL6947"
"GSE48303","GPL6244"
"GSE48306","GPL6246"
"GSE48307","GPL11002"
"GSE48311","GPL570"
"GSE48315","GPL6246"
"GSE48321","GPL10287"
"GSE48328","GPL10558"
"GSE48329","GPL7202"
"GSE48330","GPL10558"
"GSE48332","GPL6887"
"GSE48342","GPL14746"
"GSE4835","GPL3760"
"GSE48357","GPL17378"
"GSE48370","GPL7202"
"GSE48371","GPL6244"
"GSE48378","GPL5175"
"GSE48384","GPL4133"
"GSE48399","GPL4133"
"GSE48403","GPL11154"
"GSE48411","GPL4134"
"GSE48418","GPL10558"
"GSE48419","GPL15103"
"GSE48424","GPL6480"
"GSE48428","GPL1261"
"GSE4843","GPL570"
"GSE48437","GPL6246"
"GSE48443","GPL6885"
"GSE4845","GPL570"
"GSE48459","GPL6244"
"GSE48466","GPL570"
"GSE48467","GPL6246"
"GSE48468","GPL13693"
"GSE48473","GPL13912"
"GSE48480","GPL13112"
"GSE48498","GPL570"
"GSE48501","GPL570"
"GSE48503","GPL15019"
"GSE48506","GPL570"
"GSE48520","GPL6246"
"GSE48523","GPL14550"
"GSE48539","GPL6246"
"GSE48543","GPL11202"
"GSE48545","GPL6246"
"GSE48546","GPL6246"
"GSE48550","GPL10558"
"GSE48551","GPL6947"
"GSE48556","GPL6947"
"GSE48557","GPL96"
"GSE48567","GPL570"
"GSE48581","GPL570"
"GSE48586","GPL13938"
"GSE48589","GPL6246"
"GSE48590","GPL6246"
"GSE48599","GPL9115"
"GSE48600","GPL1261"
"GSE48601","GPL6096"
"GSE48611","GPL570"
"GSE48612","GPL6887"
"GSE48613","GPL6884"
"GSE48615","GPL6246"
"GSE48616","GPL570"
"GSE48624","GPL10558"
"GSE4864","GPL1708"
"GSE4865","GPL1355"
"GSE48653","GPL8321"
"GSE48654","GPL11002"
"GSE48662","GPL10850"
"GSE48665","GPL10558"
"GSE48668","GPL7020"
"GSE48680","GPL17426"
"GSE4873","GPL81"
"GSE48757","GPL570"
"GSE48764","GPL13112"
"GSE48766","GPL16570"
"GSE48779","GPL6244"
"GSE48783","GPL6885"
"GSE48786","GPL570"
"GSE48787","GPL13684"
"GSE48795","GPL7294"
"GSE48805","GPL6246"
"GSE48808","GPL13112"
"GSE48813","GPL1261"
"GSE48818","GPL6885"
"GSE48819","GPL1261"
"GSE48822","GPL14745"
"GSE48841","GPL1261"
"GSE48847","GPL4133"
"GSE48850","GPL11154"
"GSE48855","GPL10191"
"GSE48871","GPL6947"
"GSE48872","GPL11202"
"GSE48880","GPL571"
"GSE48882","GPL339"
"GSE48889","GPL11154"
"GSE48899","GPL570"
