GSE_ID,GPL_ID
GSE92500,GPL15084
GSE92501,GPL6887
GSE92502,GPL21163
GSE92504,GPL10558
GSE92507,GPL1355
GSE92508,GPL6885
GSE92512,GPL17077
GSE92521,GPL11154
GSE92539,GPL13112
GSE9254,GPL570
GSE92553,GPL17077
GSE92560,GPL19057
GSE92561,GPL16570
GSE92562,GPL13112
GSE92566,GPL570
GSE92572,GPL17021
GSE92581,GPL16791
GSE92583,GPL18573
GSE92589,GPL19057
GSE92590,GPL17021
GSE92592,GPL11154
GSE92602,GPL9250
GSE92610,GPL17400
GSE92613,GPL21163
GSE92618,GPL19057
GSE92624,GPL16699
GSE92628,GPL16791
GSE9263,GPL1355
GSE9264,GPL570
GSE92651,GPL11154
GSE92657,GPL8321
GSE92658,GPL6885
GSE92661,GPL16791
GSE92677,GPL11002
GSE92678,GPL18943
GSE92679,GPL570
GSE92680,GPL6247
GSE92682,GPL6246
GSE92693,GPL6246
GSE92699,GPL13112
GSE92703,GPL6885
GSE92704,GPL17021
GSE92706,GPL10558
GSE92709,GPL6246
GSE92724,GPL20301
GSE92744,GPL18573
GSE92746,GPL16686
GSE92751,GPL17021
GSE92761,GPL17021
GSE92762,GPL13112
GSE92764,GPL10558
GSE92770,GPL13112
GSE92771,GPL20844
GSE92772,GPL16791
GSE92778,GPL6244
GSE92779,GPL17021
GSE928,GPL8300
GSE9280,GPL1261
GSE92839,GPL18573
GSE92841,GPL16570
GSE92844,GPL17021
GSE92845,GPL10558
GSE92852,GPL18460
GSE92856,GPL18694
GSE92861,GPL17799
GSE92869,GPL16570
GSE92874,GPL16791
GSE92877,GPL11180
GSE92884,GPL10558
GSE92892,GPL17021
GSE92899,GPL10332
GSE92905,GPL17021
GSE9291,GPL3463
GSE92912,GPL1261
GSE92913,GPL16570
GSE92915,GPL4133
GSE92916,GPL17791
GSE92917,GPL11154
GSE92919,GPL17543
GSE92926,GPL16570
GSE92935,GPL17077
GSE92936,GPL17021
GSE92938,GPL6887
GSE92940,GPL8759
GSE92955,GPL16570
GSE92956,GPL15084
GSE92960,GPL15207
GSE92961,GPL15207
GSE92963,GPL22863
GSE92965,GPL13112
GSE92967,GPL21103
GSE92968,GPL13112
GSE92971,GPL16791
GSE92979,GPL11154
GSE92983,GPL21103
GSE92987,GPL15207
GSE92988,GPL5175
GSE9299,GPL339
GSE92990,GPL10558
GSE92992,GPL17021
