GSE_ID,GPL_ID
GSE56882,GPL11154
GSE56885,GPL15207
GSE56887,GPL11154
GSE56893,GPL13112
GSE56899,GPL6244
GSE56902,GPL13112
GSE56903,GPL339
GSE56905,GPL17021
GSE56908,GPL570
GSE56917,GPL6885
GSE56920,GPL17077
GSE56924,GPL11154
GSE56926,GPL13912
GSE56932,GPL13112
GSE56935,GPL6246
GSE56940,GPL570
GSE56943,GPL7202
GSE56944,GPL17912
GSE56947,GPL10558
GSE56948,GPL10558
GSE56949,GPL6885
GSE56950,GPL10558
GSE56951,GPL17117
GSE56954,GPL570
GSE56956,GPL10582
GSE56960,GPL13667
GSE56967,GPL570
GSE56971,GPL10558
GSE56972,GPL570
GSE56998,GPL5175
GSE57001,GPL1261
GSE57004,GPL17791
GSE57005,GPL14797
GSE57006,GPL17077
GSE57019,GPL6096
GSE57020,GPL6096
GSE57022,GPL570
GSE57026,GPL10558
GSE57027,GPL11154
GSE57043,GPL13112
GSE57049,GPL9115
GSE57053,GPL4134
GSE57056,GPL16699
GSE57057,GPL14797
GSE57064,GPL13912
GSE57071,GPL5175
GSE57078,GPL11154
GSE57086,GPL6246
GSE57088,GPL16570
GSE57096,GPL9115
GSE57101,GPL1261
GSE57104,GPL6246
GSE57105,GPL6887
GSE57116,GPL16791
GSE57119,GPL96
GSE57120,GPL6104
GSE57122,GPL17077
GSE57125,GPL16417
GSE57135,GPL14550
GSE57139,GPL6887
GSE57147,GPL13112
GSE57148,GPL11154
GSE57150,GPL18619
GSE57178,GPL6244
GSE57182,GPL11154
GSE57183,GPL10558
GSE57184,GPL10558
GSE57193,GPL14550
GSE57195,GPL16570
GSE57196,GPL7202
GSE57200,GPL10558
GSE57206,GPL13112
GSE57218,GPL6947
GSE57231,GPL13112
GSE57239,GPL6887
GSE57243,GPL16791
GSE57244,GPL18635
GSE57249,GPL13112
GSE57256,GPL6885
GSE57257,GPL570
GSE57259,GPL4133
GSE57261,GPL10558
GSE57262,GPL17996
GSE57264,GPL1261
GSE57269,GPL15207
GSE57271,GPL18641
GSE57272,GPL17021
GSE57273,GPL4133
GSE57278,GPL11154
GSE57289,GPL6244
GSE57290,GPL6246
GSE57296,GPL16699
GSE57297,GPL17077
GSE57298,GPL16686
GSE57305,GPL8321
GSE57313,GPL17021
GSE57314,GPL6246
GSE57333,GPL6887
GSE57338,GPL11532
GSE57339,GPL10558
