GSE_ID,GPL_ID
GSE70171,GPL1261
GSE70173,GPL1261
GSE70176,GPL20604
GSE70177,GPL17077
GSE70186,GPL570
GSE70190,GPL20609
GSE70194,GPL4134
GSE70195,GPL4134
GSE702,GPL81
GSE70208,GPL6885
GSE70210,GPL13112
GSE70211,GPL15228
GSE70212,GPL6885
GSE70214,GPL17930
GSE70218,GPL570
GSE70219,GPL6480
GSE70223,GPL570
GSE70224,GPL17021
GSE7023,GPL4866
GSE70235,GPL17021
GSE70255,GPL10558
GSE70262,GPL1261
GSE70264,GPL570
GSE70277,GPL10558
GSE70282,GPL15207
GSE70283,GPL13112
GSE7029,GPL2510
GSE70300,GPL6887
GSE70301,GPL570
GSE70304,GPL13112
GSE70314,GPL15103
GSE70319,GPL19824
GSE70320,GPL6101
GSE70321,GPL6101
GSE70330,GPL11154
GSE70345,GPL22321
GSE70347,GPL5175
GSE70348,GPL17586
GSE70351,GPL17021
GSE70354,GPL14844
GSE70355,GPL18480
GSE7036,GPL570
GSE70363,GPL6246
GSE70365,GPL16686
GSE70373,GPL11154
GSE70379,GPL7202
GSE7038,GPL1261
GSE70383,GPL16173
GSE70386,GPL13112
GSE70389,GPL11154
GSE70394,GPL6480
GSE70396,GPL6884
GSE70398,GPL6244
GSE70404,GPL16791
GSE70405,GPL13912
GSE70408,GPL19132
GSE70409,GPL13287
GSE70410,GPL16570
GSE70414,GPL570
GSE70419,GPL13112
GSE70421,GPL17810
GSE70430,GPL10558
GSE70431,GPL6885
GSE70436,GPL13112
GSE70437,GPL18480
GSE70442,GPL570
GSE70445,GPL7202
GSE70451,GPL6246
GSE70452,GPL9185
GSE70457,GPL6246
GSE70459,GPL1355
GSE70461,GPL570
GSE70462,GPL16791
GSE70466,GPL16791
GSE70468,GPL17077
GSE7047,GPL570
GSE70471,GPL15103
GSE70477,GPL6887
GSE70479,GPL10558
GSE70483,GPL10558
GSE70490,GPL10332
GSE70493,GPL17586
GSE70498,GPL10558
GSE70503,GPL11154
GSE70511,GPL570
GSE70512,GPL570
GSE70513,GPL11154
GSE70514,GPL6246
GSE70517,GPL11154
GSE70520,GPL17021
GSE70523,GPL1261
GSE70528,GPL570
GSE70529,GPL6244
GSE70531,GPL16686
GSE70537,GPL9115
GSE70540,GPL570
GSE70542,GPL17021
GSE70543,GPL17889
GSE70544,GPL11154
GSE70546,GPL17021
