GSE_ID,GPL_ID
GSE72923,GPL10558
GSE72924,GPL6246
GSE72927,GPL6947
GSE72930,GPL11154
GSE72934,GPL6096
GSE72936,GPL16570
GSE72937,GPL18480
GSE72938,GPL15207
GSE72941,GPL19057
GSE72946,GPL17077
GSE72950,GPL6246
GSE72964,GPL21103
GSE72974,GPL17077
GSE72987,GPL10333
GSE72988,GPL8321
GSE72990,GPL17021
GSE72992,GPL11202
GSE72994,GPL11154
GSE72999,GPL13497
GSE73001,GPL1261
GSE73015,GPL1261
GSE73022,GPL6246
GSE73029,GPL13112
GSE73034,GPL6480
GSE73036,GPL1261
GSE73039,GPL6247
GSE73044,GPL1355
GSE73045,GPL6887
GSE73047,GPL6885
GSE73049,GPL16417
GSE7305,GPL570
GSE73055,GPL570
GSE73061,GPL10558
GSE73062,GPL10558
GSE73064,GPL570
GSE73075,GPL13112
GSE73078,GPL17077
GSE73082,GPL13112
GSE73083,GPL13112
GSE73090,GPL14550
GSE73091,GPL570
GSE73095,GPL1261
GSE73100,GPL16417
GSE73108,GPL10558
GSE73111,GPL13112
GSE73112,GPL6887
GSE73114,GPL16791
GSE73116,GPL15084
GSE73118,GPL1261
GSE73121,GPL16791
GSE73127,GPL17021
GSE73131,GPL1261
GSE73157,GPL17077
GSE73165,GPL16686
GSE73169,GPL6480
GSE73170,GPL6480
GSE73173,GPL13912
GSE73175,GPL13112
GSE73176,GPL13112
GSE73189,GPL11154
GSE73194,GPL10558
GSE73195,GPL6246
GSE73196,GPL13497
GSE73198,GPL13497
GSE73202,GPL4134
GSE73209,GPL10558
GSE73213,GPL11154
GSE73219,GPL17586
GSE73221,GPL13112
GSE73222,GPL16570
GSE73225,GPL16417
GSE73229,GPL1261
GSE73233,GPL1261
GSE73234,GPL6244
GSE73238,GPL13112
GSE7324,GPL1261
GSE73243,GPL6244
GSE73256,GPL13497
GSE73268,GPL11154
GSE7327,GPL570
GSE73275,GPL17543
GSE73280,GPL10558
GSE73281,GPL13607
GSE73284,GPL10558
GSE73285,GPL6244
GSE73286,GPL7202
GSE73287,GPL7202
GSE73288,GPL7202
GSE73290,GPL11202
GSE73292,GPL570
GSE73294,GPL13497
GSE73295,GPL7202
GSE73302,GPL5175
GSE73305,GPL11154
GSE73308,GPL13112
GSE73312,GPL1261
GSE7332,GPL96
GSE73327,GPL16570
GSE73328,GPL17117
GSE7333,GPL1261
