GSE_ID,GPL_ID
GSE77646,GPL17021
GSE77649,GPL11154
GSE77651,GPL16570
GSE77652,GPL13112
GSE77655,GPL10558
GSE77663,GPL10558
GSE77669,GPL10191
GSE7767,GPL1261
GSE77676,GPL17077
GSE77677,GPL11180
GSE77678,GPL11180
GSE77679,GPL11180
GSE77680,GPL18734
GSE77681,GPL13112
GSE77682,GPL16791
GSE77685,GPL6244
GSE77688,GPL10558
GSE77691,GPL17021
GSE77693,GPL17021
GSE77695,GPL9250
GSE77698,GPL6247
GSE7770,GPL1261
GSE77703,GPL13112
GSE77717,GPL13112
GSE77720,GPL13112
GSE77729,GPL17021
GSE77736,GPL13112
GSE77737,GPL15456
GSE7774,GPL1261
GSE77744,GPL13112
GSE77745,GPL6887
GSE77747,GPL10558
GSE7775,GPL1261
GSE77750,GPL10558
GSE77752,GPL4133
GSE77753,GPL6244
GSE77766,GPL16570
GSE77769,GPL17021
GSE77773,GPL16570
GSE77786,GPL13912
GSE77795,GPL13112
GSE77799,GPL21103
GSE77801,GPL17021
GSE77802,GPL13912
GSE77805,GPL13912
GSE77811,GPL17586
GSE77812,GPL10558
GSE77813,GPL6887
GSE77816,GPL16570
GSE77827,GPL570
GSE77830,GPL17692
GSE77831,GPL17692
GSE77839,GPL570
GSE77843,GPL4134
GSE77846,GPL17021
GSE77857,GPL9250
GSE77861,GPL570
GSE77865,GPL10558
GSE77868,GPL15207
GSE77876,GPL17692
GSE77877,GPL17692
GSE77879,GPL11154
GSE77881,GPL6887
GSE77883,GPL17077
GSE77887,GPL6885
GSE77894,GPL17021
GSE77899,GPL6246
GSE77901,GPL18573
GSE77902,GPL18573
GSE77906,GPL570
GSE77907,GPL570
GSE77908,GPL570
GSE7791,GPL8321
GSE77910,GPL6244
GSE77913,GPL11154
GSE77919,GPL1261
GSE77925,GPL10558
GSE77929,GPL11154
GSE77931,GPL16570
GSE77933,GPL13912
GSE77935,GPL16699
GSE77936,GPL16699
GSE77937,GPL16699
GSE77938,GPL18460
GSE77939,GPL15207
GSE77948,GPL6096
GSE77952,GPL6480
GSE77963,GPL17077
GSE77969,GPL13667
GSE77971,GPL11533
GSE77972,GPL11533
GSE77978,GPL570
GSE77982,GPL10558
GSE77983,GPL1261
GSE77992,GPL11154
GSE77994,GPL570
GSE77997,GPL17021
GSE77998,GPL10558
GSE78000,GPL21464
GSE78001,GPL20775
