GSE_ID,GPL_ID
GSE50021,GPL13938
GSE50023,GPL6246
GSE50027,GPL14844
GSE50048,GPL16686
GSE50050,GPL11002
GSE50051,GPL571
GSE50056,GPL1355
GSE50058,GPL570
GSE50065,GPL6887
GSE50068,GPL13112
GSE50073,GPL1261
GSE50076,GPL8321
GSE50079,GPL10669
GSE50083,GPL6244
GSE50093,GPL1261
GSE50095,GPL6246
GSE50101,GPL10558
GSE50112,GPL10558
GSE50113,GPL6887
GSE50116,GPL16025
GSE50119,GPL6246
GSE50121,GPL6246
GSE50123,GPL1261
GSE50143,GPL15084
GSE50145,GPL10333
GSE50146,GPL10333
GSE50148,GPL6246
GSE50152,GPL6887
GSE50153,GPL6887
GSE50165,GPL6884
GSE50166,GPL1261
GSE50172,GPL13112
GSE50177,GPL11154
GSE50180,GPL6885
GSE50188,GPL6246
GSE50189,GPL6246
GSE50193,GPL6885
GSE50202,GPL17543
GSE50215,GPL6246
GSE50223,GPL6884
GSE50225,GPL1261
GSE50226,GPL6244
GSE50227,GPL570
GSE50234,GPL6246
GSE50249,GPL10558
GSE50251,GPL6246
GSE50378,GPL570
GSE50386,GPL11154
GSE50390,GPL10558
GSE50391,GPL10558
GSE50395,GPL4133
GSE50404,GPL6887
GSE5041,GPL1261
GSE50411,GPL10558
GSE50414,GPL10558
GSE50415,GPL10558
GSE50418,GPL6096
GSE50419,GPL6096
GSE5042,GPL1261
GSE50422,GPL570
GSE50424,GPL10287
GSE50425,GPL10558
GSE50426,GPL1261
GSE50432,GPL13912
GSE50436,GPL1261
GSE50439,GPL1261
GSE50442,GPL6244
GSE50451,GPL570
GSE50459,GPL13112
GSE50467,GPL6480
GSE50470,GPL7504
GSE50471,GPL6887
GSE50479,GPL6887
GSE50484,GPL570
GSE50499,GPL11154
GSE50517,GPL1261
GSE50531,GPL13912
GSE50533,GPL6543
GSE5054,GPL571
GSE50541,GPL6244
GSE50545,GPL13252
GSE50547,GPL570
GSE50554,GPL13112
GSE50561,GPL11002
GSE50564,GPL570
GSE50566,GPL11002
GSE50570,GPL570
GSE50572,GPL570
GSE50580,GPL11154
GSE50582,GPL11154
GSE50599,GPL10999
GSE50607,GPL6247
GSE50612,GPL13112
GSE50613,GPL13302
GSE50617,GPL10740
GSE50618,GPL6244
GSE50627,GPL6244
GSE50630,GPL11154
GSE50631,GPL10332
GSE50639,GPL6244
