"GSE_ID","GPL_ID"
"GSE127434","GPL1261"
"GSE127435","GPL1261"
"GSE12748","GPL1261"
"GSE127487","GPL10558"
"GSE12762","GPL6244"
"GSE12763","GPL570"
"GSE12764","GPL570"
"GSE12768","GPL7304"
"GSE127707","GPL1261"
"GSE12771","GPL6097"
"GSE127763","GPL13369"
"GSE12777","GPL570"
"GSE127770","GPL16686"
"GSE127809","GPL19057"
"GSE127836","GPL20301"
"GSE127848","GPL570"
"GSE127871","GPL16791"
"GSE12791","GPL96"
"GSE127928","GPL11533"
"GSE127929","GPL21103"
"GSE12795","GPL2510"
"GSE127963","GPL19057"
"GSE127967","GPL10558"
"GSE127976","GPL17021"
"GSE12798","GPL2510"
"GSE128020","GPL17586"
"GSE128021","GPL10558"
"GSE12806","GPL570"
"GSE128078","GPL16791"
"GSE128095","GPL11180"
"GSE128118","GPL6885"
"GSE12815","GPL3921"
"GSE128188","GPL18573"
"GSE128189","GPL16791"
"GSE128190","GPL10558"
"GSE128315","GPL6887"
"GSE128331","GPL11154"
"GSE12838","GPL570"
"GSE128384","GPL20301"
"GSE12839","GPL96"
"GSE128407","GPL15207"
"GSE12841","GPL6848"
"GSE12843","GPL570"
"GSE128435","GPL4133"
"GSE12845","GPL96"
"GSE12846","GPL570"
"GSE128473","GPL16570"
"GSE128474","GPL11180"
"GSE128502","GPL570"
"GSE128506","GPL19057"
"GSE128507","GPL16570"
"GSE128514","GPL16570"
"GSE128610","GPL570"
"GSE128624","GPL10558"
"GSE12863","GPL8321"
"GSE128647","GPL20301"
"GSE12865","GPL6244"
"GSE128718","GPL18573"
"GSE128726","GPL21185"
"GSE128740","GPL18573"
"GSE12875","GPL570"
"GSE12882","GPL6105"
"GSE128850","GPL15523"
"GSE12886","GPL570"
"GSE128868","GPL15207"
"GSE128887","GPL13497"
"GSE128931","GPL6887"
"GSE128949","GPL17692"
"GSE128955","GPL23644"
"GSE128961","GPL10558"
"GSE128965","GPL17077"
"GSE128996","GPL18243"
"GSE129001","GPL5639"
"GSE129008","GPL17077"
"GSE129043","GPL20844"
"GSE129047","GPL20115"
"GSE129080","GPL7202"
"GSE129091","GPL570"
"GSE129147","GPL15207"
"GSE12917","GPL570"
"GSE129201","GPL16951"
"GSE129203","GPL16951"
"GSE12921","GPL8300"
"GSE129252","GPL16570"
"GSE129283","GPL7202"
"GSE12930","GPL2881"
"GSE12939","GPL96"
"GSE12949","GPL570"
"GSE12950","GPL1261"
"GSE12952","GPL571"
"GSE129561","GPL14746"
"GSE129623","GPL1261"
"GSE12968","GPL96"
"GSE12969","GPL570"
"GSE129775","GPL20775"
"GSE129917","GPL570"
"GSE129919","GPL13667"
"GSE129926","GPL6246"
"GSE12993","GPL1261"
"GSE12998","GPL1261"
