GSE_ID,GPL_ID
GSE22457,GPL6246
GSE22459,GPL570
GSE22460,GPL6480
GSE22463,GPL6244
GSE22465,GPL32
GSE22471,GPL8321
GSE22473,GPL4134
GSE22477,GPL6102
GSE2248,GPL96
GSE22483,GPL570
GSE22489,GPL7294
GSE22500,GPL10572
GSE22507,GPL10572
GSE22508,GPL10572
GSE22509,GPL6887
GSE22513,GPL570
GSE22515,GPL1355
GSE22522,GPL570
GSE22527,GPL1261
GSE22529,GPL96
GSE22533,GPL570
GSE22535,GPL1261
GSE22540,GPL10582
GSE22544,GPL570
GSE22550,GPL6244
GSE22555,GPL6246
GSE22556,GPL4134
GSE2256,GPL96
GSE22560,GPL570
GSE22565,GPL7202
GSE22573,GPL571
GSE22586,GPL4133
GSE22600,GPL570
GSE22606,GPL570
GSE22607,GPL10630
GSE22610,GPL9052
GSE22619,GPL570
GSE22630,GPL6884
GSE22632,GPL570
GSE22638,GPL1355
GSE22639,GPL96
GSE22645,GPL8321
GSE22652,GPL6947
GSE22656,GPL6246
GSE22664,GPL570
GSE22666,GPL9115
GSE22667,GPL570
GSE22668,GPL570
GSE22688,GPL96
GSE22693,GPL339
GSE22764,GPL6884
GSE22769,GPL10647
GSE22770,GPL7294
GSE22773,GPL1261
GSE22774,GPL1261
GSE22777,GPL4134
GSE22790,GPL6244
GSE22795,GPL6947
GSE22796,GPL6883
GSE22799,GPL6884
GSE2280,GPL96
GSE22810,GPL570
GSE22813,GPL8321
GSE22820,GPL6480
GSE22842,GPL570
GSE22845,GPL570
GSE22853,GPL570
GSE22855,GPL6884
GSE22856,GPL1261
GSE22859,GPL570
GSE22866,GPL4133
GSE22868,GPL570
GSE22872,GPL570
GSE22874,GPL13135
GSE22879,GPL1261
GSE22896,GPL6101
GSE22897,GPL6101
GSE22900,GPL4133
GSE22910,GPL10651
GSE22919,GPL570
GSE2292,GPL201
GSE22923,GPL1261
GSE22927,GPL570
GSE22937,GPL8444
GSE22940,GPL10288
GSE22941,GPL6947
GSE22946,GPL6246
GSE22956,GPL6883
GSE22961,GPL6883
GSE22964,GPL6480
GSE22970,GPL6104
GSE22973,GPL570
GSE22985,GPL1261
GSE22991,GPL96
GSE22993,GPL6103
GSE22994,GPL6103
GSE22996,GPL6103
GSE22997,GPL6103
GSE23004,GPL1355
GSE2301,GPL1873
