"GSE_ID","GPL_ID"
"GSE55875","GPL14552"
"GSE55876","GPL18412"
"GSE55877","GPL18412"
"GSE5590","GPL2986"
"GSE55903","GPL11154"
"GSE55909","GPL16699"
"GSE55924","GPL10558"
"GSE55934","GPL16570"
"GSE55936","GPL6885"
"GSE55944","GPL13158"
"GSE55945","GPL570"
"GSE55958","GPL15491"
"GSE55962","GPL13667"
"GSE55969","GPL6885"
"GSE55974","GPL6244"
"GSE55977","GPL6883"
"GSE55981","GPL1261"
"GSE55986","GPL6246"
"GSE55996","GPL6887"
"GSE55999","GPL10558"
"GSE56003","GPL6244"
"GSE56018","GPL9250"
"GSE56030","GPL6246"
"GSE56037","GPL570"
"GSE56038","GPL4134"
"GSE56048","GPL6244"
"GSE56049","GPL570"
"GSE56050","GPL8321"
"GSE5606","GPL1355"
"GSE56063","GPL6246"
"GSE56067","GPL13912"
"GSE56076","GPL11154"
"GSE56078","GPL570"
"GSE56079","GPL8321"
"GSE56080","GPL6885"
"GSE56082","GPL6246"
"GSE56084","GPL570"
"GSE56087","GPL11154"
"GSE56102","GPL570"
"GSE56104","GPL18451"
"GSE56112","GPL570"
"GSE56116","GPL4133"
"GSE56125","GPL17543"
"GSE56127","GPL13112"
"GSE56136","GPL6244"
"GSE56153","GPL6883"
"GSE56156","GPL14550"
"GSE56157","GPL10558"
"GSE56175","GPL13112"
"GSE56185","GPL9250"
"GSE56232","GPL570"
"GSE56234","GPL13497"
"GSE56235","GPL11154"
"GSE56238","GPL18469"
"GSE56245","GPL13252"
"GSE56246","GPL6247"
"GSE56248","GPL13112"
"GSE56255","GPL15491"
"GSE56256","GPL13607"
"GSE56263","GPL4135"
"GSE56267","GPL11154"
"GSE56273","GPL570"
"GSE56284","GPL17021"
"GSE56285","GPL18478"
"GSE56286","GPL1261"
"GSE56293","GPL11154"
"GSE56299","GPL6246"
"GSE56302","GPL13912"
"GSE56304","GPL1261"
"GSE56309","GPL10558"
"GSE56311","GPL570"
"GSE56314","GPL570"
"GSE56324","GPL7202"
"GSE56325","GPL7202"
"GSE56328","GPL6246"
"GSE56335","GPL6480"
"GSE56337","GPL6246"
"GSE56348","GPL6246"
"GSE56356","GPL17303"
"GSE56363","GPL4133"
"GSE56367","GPL13112"
"GSE56371","GPL339"
"GSE56376","GPL6246"
"GSE56377","GPL11533"
"GSE56378","GPL6246"
"GSE56381","GPL10558"
"GSE56386","GPL13607"
"GSE56389","GPL1261"
"GSE56391","GPL13912"
"GSE56396","GPL6244"
"GSE56397","GPL6887"
"GSE56402","GPL6885"
"GSE56430","GPL6096"
"GSE56438","GPL16570"
"GSE56444","GPL6246"
"GSE56445","GPL15034"
"GSE56446","GPL13112"
"GSE56449","GPL570"
"GSE56453","GPL6887"
"GSE56454","GPL10558"
