GSE_ID,GPL_ID
GSE23011,GPL6883
GSE23026,GPL8617
GSE23028,GPL6246
GSE23031,GPL570
GSE23040,GPL1261
GSE23054,GPL10714
GSE23061,GPL3921
GSE23074,GPL4133
GSE23075,GPL5175
GSE23079,GPL4135
GSE23081,GPL1261
GSE23084,GPL1261
GSE23089,GPL1261
GSE23102,GPL570
GSE23103,GPL570
GSE23106,GPL6887
GSE23113,GPL4133
GSE23114,GPL1261
GSE23116,GPL7202
GSE23117,GPL570
GSE23118,GPL6884
GSE23120,GPL570
GSE23131,GPL4133
GSE23140,GPL6254
GSE23152,GPL6247
GSE23177,GPL570
GSE23178,GPL1261
GSE23180,GPL1261
GSE23194,GPL570
GSE23200,GPL1261
GSE23212,GPL1261
GSE23216,GPL96
GSE2328,GPL96
GSE23293,GPL570
GSE23295,GPL570
GSE23302,GPL3677
GSE23304,GPL4372
GSE23306,GPL10010
GSE23307,GPL6104
GSE23321,GPL10739
GSE23323,GPL6480
GSE23327,GPL1708
GSE23334,GPL6244
GSE23338,GPL571
GSE23339,GPL6102
GSE23341,GPL6246
GSE23343,GPL570
GSE23350,GPL6884
GSE23360,GPL570
GSE23362,GPL570
GSE23364,GPL10749
GSE23365,GPL7202
GSE23371,GPL570
GSE23375,GPL6096
GSE23377,GPL10714
GSE23387,GPL6480
GSE23388,GPL6947
GSE23393,GPL6480
GSE23398,GPL1261
GSE23399,GPL570
GSE23400,GPL96
GSE23403,GPL6246
GSE23413,GPL6244
GSE23416,GPL6244
GSE23420,GPL6884
GSE23421,GPL1261
GSE23434,GPL570
GSE23435,GPL7202
GSE23437,GPL1261
GSE23440,GPL6947
GSE23442,GPL6947
GSE23445,GPL6244
GSE23450,GPL570
GSE23451,GPL570
GSE23493,GPL570
GSE23495,GPL1261
GSE23500,GPL6947
GSE23506,GPL6947
GSE2351,GPL96
GSE23518,GPL6947
GSE23536,GPL4133
GSE23547,GPL6246
GSE23548,GPL6887
GSE23556,GPL1261
GSE23558,GPL6480
GSE23579,GPL1261
GSE23586,GPL570
GSE23599,GPL6254
GSE23610,GPL570
GSE23614,GPL570
GSE23616,GPL6244
GSE23618,GPL570
GSE23627,GPL570
GSE23629,GPL570
GSE23643,GPL1355
GSE23654,GPL4134
GSE23655,GPL3921
GSE23663,GPL6884
GSE23665,GPL6254
GSE23668,GPL1355
