"GSE_ID","GPL_ID"
"GSE64427","GPL13381"
"GSE64428","GPL17021"
"GSE64430","GPL13607"
"GSE64432","GPL6885"
"GSE64449","GPL6246"
"GSE64451","GPL11154"
"GSE64452","GPL13112"
"GSE64455","GPL18480"
"GSE64457","GPL570"
"GSE64476","GPL6246"
"GSE64478","GPL13112"
"GSE64484","GPL6480"
"GSE64493","GPL16699"
"GSE64500","GPL1261"
"GSE64506","GPL16686"
"GSE6451","GPL570"
"GSE64510","GPL17021"
"GSE64513","GPL16791"
"GSE64514","GPL15207"
"GSE64515","GPL13112"
"GSE64524","GPL6246"
"GSE64525","GPL13497"
"GSE64526","GPL13112"
"GSE64527","GPL14550"
"GSE64529","GPL11154"
"GSE6453","GPL339"
"GSE64533","GPL6246"
"GSE64535","GPL571"
"GSE64537","GPL6246"
"GSE64542","GPL6096"
"GSE64545","GPL13112"
"GSE64553","GPL11154"
"GSE64554","GPL6947"
"GSE64555","GPL570"
"GSE64556","GPL13912"
"GSE64559","GPL13112"
"GSE64574","GPL10558"
"GSE64580","GPL19204"
"GSE64586","GPL4133"
"GSE64590","GPL18460"
"GSE64595","GPL10558"
"GSE6460","GPL570"
"GSE64603","GPL570"
"GSE64613","GPL6887"
"GSE64628","GPL17077"
"GSE6463","GPL339"
"GSE64634","GPL570"
"GSE64635","GPL17077"
"GSE64637","GPL6885"
"GSE64643","GPL6246"
"GSE64647","GPL570"
"GSE6465","GPL570"
"GSE6466","GPL1261"
"GSE64666","GPL8321"
"GSE64669","GPL570"
"GSE64670","GPL10558"
"GSE64677","GPL11154"
"GSE64681","GPL570"
"GSE64683","GPL5175"
"GSE64686","GPL570"
"GSE64687","GPL13112"
"GSE64692","GPL15084"
"GSE64695","GPL10558"
"GSE64699","GPL10558"
"GSE64710","GPL13497"
"GSE64713","GPL11154"
"GSE64714","GPL1261"
"GSE64733","GPL7294"
"GSE6475","GPL571"
"GSE64751","GPL6246"
"GSE64752","GPL18460"
"GSE64756","GPL1261"
"GSE6476","GPL1261"
"GSE64760","GPL6885"
"GSE64761","GPL1261"
"GSE64762","GPL570"
"GSE64763","GPL571"
"GSE64771","GPL13112"
"GSE64774","GPL6246"
"GSE64776","GPL17556"
"GSE64777","GPL6246"
"GSE64778","GPL14844"
"GSE64780","GPL6887"
"GSE64781","GPL6887"
"GSE64782","GPL6887"
"GSE64784","GPL6887"
"GSE64785","GPL6887"
"GSE64786","GPL6887"
"GSE64789","GPL570"
"GSE64790","GPL19612"
"GSE64792","GPL19615"
"GSE64794","GPL13607"
"GSE64796","GPL11154"
"GSE64803","GPL11202"
"GSE64805","GPL570"
"GSE64806","GPL6885"
"GSE64807","GPL6885"
"GSE64808","GPL6885"
"GSE64810","GPL11154"
"GSE64813","GPL11154"
