"GSE_ID","GPL_ID"
"GSE33377","GPL5175"
"GSE3339","GPL341"
"GSE33423","GPL6247"
"GSE33447","GPL14550"
"GSE33454","GPL6885"
"GSE33455","GPL570"
"GSE33458","GPL570"
"GSE33463","GPL6947"
"GSE33473","GPL9250"
"GSE33476","GPL6244"
"GSE3348","GPL81"
"GSE33482","GPL6480"
"GSE33485","GPL570"
"GSE33487","GPL10332"
"GSE33503","GPL6244"
"GSE33513","GPL1261"
"GSE33520","GPL6480"
"GSE33521","GPL6480"
"GSE33538","GPL6244"
"GSE33539","GPL570"
"GSE33540","GPL570"
"GSE33550","GPL570"
"GSE33551","GPL6247"
"GSE33565","GPL6845"
"GSE33566","GPL6480"
"GSE33570","GPL887"
"GSE33575","GPL11202"
"GSE33577","GPL570"
"GSE33580","GPL570"
"GSE33585","GPL570"
"GSE33587","GPL9115"
"GSE3359","GPL891"
"GSE33592","GPL9115"
"GSE33597","GPL6543"
"GSE33601","GPL9115"
"GSE33606","GPL570"
"GSE33608","GPL4134"
"GSE33612","GPL6244"
"GSE33613","GPL6244"
"GSE33618","GPL6105"
"GSE33619","GPL11180"
"GSE33620","GPL5175"
"GSE33622","GPL6244"
"GSE33625","GPL6884"
"GSE33627","GPL6246"
"GSE33630","GPL570"
"GSE3364","GPL570"
"GSE33644","GPL13383"
"GSE33645","GPL13383"
"GSE3365","GPL96"
"GSE33656","GPL1261"
"GSE33663","GPL4134"
"GSE33670","GPL6244"
"GSE33672","GPL6244"
"GSE33673","GPL4133"
"GSE33678","GPL6885"
"GSE33697","GPL2995"
"GSE33705","GPL570"
"GSE33706","GPL570"
"GSE33709","GPL6246"
"GSE33710","GPL96"
"GSE33717","GPL7546"
"GSE33721","GPL11202"
"GSE33723","GPL4133"
"GSE33734","GPL6947"
"GSE33742","GPL14661"
"GSE33753","GPL8321"
"GSE33763","GPL6246"
"GSE33766","GPL339"
"GSE33768","GPL6480"
"GSE33774","GPL6244"
"GSE33777","GPL14867"
"GSE33780","GPL570"
"GSE33805","GPL570"
"GSE33806","GPL10558"
"GSE33808","GPL1261"
"GSE33814","GPL6884"
"GSE33820","GPL10558"
"GSE33833","GPL6845"
"GSE33845","GPL570"
"GSE33872","GPL13607"
"GSE33874","GPL570"
"GSE33877","GPL6947"
"GSE33878","GPL6246"
"GSE33885","GPL14915"
"GSE33886","GPL6244"
"GSE33892","GPL571"
"GSE33897","GPL1261"
"GSE33916","GPL6480"
"GSE33937","GPL1261"
"GSE33943","GPL570"
"GSE33948","GPL11180"
"GSE33949","GPL11180"
"GSE33950","GPL570"
"GSE33952","GPL6884"
"GSE33967","GPL6244"
"GSE3397","GPL570"
"GSE33974","GPL4134"
"GSE33979","GPL11002"
"GSE33991","GPL1261"
