"GSE_ID","GPL_ID"
"GSE65668","GPL6246"
"GSE65669","GPL6246"
"GSE65674","GPL570"
"GSE65675","GPL16570"
"GSE65677","GPL10732"
"GSE65686","GPL17021"
"GSE6569","GPL96"
"GSE65693","GPL1261"
"GSE65697","GPL13112"
"GSE6570","GPL891"
"GSE65707","GPL570"
"GSE65715","GPL18694"
"GSE65722","GPL16686"
"GSE6573","GPL570"
"GSE65745","GPL6885"
"GSE65747","GPL13112"
"GSE65753","GPL13112"
"GSE65754","GPL16570"
"GSE65755","GPL1261"
"GSE65756","GPL11202"
"GSE6576","GPL4685"
"GSE65778","GPL11154"
"GSE65783","GPL16570"
"GSE65791","GPL11202"
"GSE65801","GPL14550"
"GSE65804","GPL17077"
"GSE65805","GPL11180"
"GSE65806","GPL16686"
"GSE65813","GPL10558"
"GSE65814","GPL10558"
"GSE65818","GPL17021"
"GSE65824","GPL6246"
"GSE65831","GPL13112"
"GSE65832","GPL10999"
"GSE65839","GPL19771"
"GSE65841","GPL6244"
"GSE65848","GPL10558"
"GSE65850","GPL18635"
"GSE65856","GPL570"
"GSE65857","GPL10558"
"GSE65859","GPL1261"
"GSE65862","GPL14746"
"GSE65863","GPL6887"
"GSE65864","GPL13112"
"GSE65866","GPL10558"
"GSE65868","GPL13112"
"GSE65872","GPL10558"
"GSE65879","GPL10558"
"GSE6588","GPL2995"
"GSE65884","GPL13112"
"GSE65885","GPL11154"
"GSE65888","GPL17400"
"GSE65892","GPL570"
"GSE65897","GPL10558"
"GSE65906","GPL16570"
"GSE65912","GPL11154"
"GSE65913","GPL1261"
"GSE65914","GPL570"
"GSE65915","GPL18943"
"GSE65921","GPL13112"
"GSE65922","GPL13112"
"GSE65924","GPL17021"
"GSE65926","GPL11154"
"GSE65928","GPL16686"
"GSE65943","GPL11154"
"GSE65945","GPL10558"
"GSE65947","GPL6885"
"GSE65949","GPL11154"
"GSE65950","GPL13112"
"GSE65951","GPL16570"
"GSE65952","GPL17303"
"GSE65954","GPL4133"
"GSE65955","GPL13112"
"GSE6596","GPL96"
"GSE65960","GPL6887"
"GSE65965","GPL570"
"GSE65966","GPL16686"
"GSE65967","GPL6244"
"GSE65968","GPL16686"
"GSE65970","GPL19057"
"GSE65972","GPL19775"
"GSE65973","GPL9250"
"GSE65976","GPL13112"
"GSE65980","GPL19788"
"GSE65988","GPL570"
"GSE6599","GPL571"
"GSE65991","GPL16791"
"GSE65994","GPL13112"
"GSE65999","GPL11154"
"GSE66002","GPL570"
"GSE66004","GPL96"
"GSE66005","GPL97"
"GSE66013","GPL570"
"GSE66014","GPL11154"
"GSE66015","GPL10558"
"GSE66026","GPL7202"
"GSE66029","GPL13112"
"GSE66033","GPL6887"
"GSE6604","GPL8300"
"GSE66042","GPL8321"
