GSE_ID,GPL_ID
GSE100442,GPL16686
GSE100443,GPL17586
GSE100448,GPL16043
GSE100449,GPL17021
GSE100451,GPL16791
GSE100454,GPL14844
GSE100456,GPL7202
GSE100464,GPL17021
GSE100466,GPL17692
GSE100472,GPL16791
GSE100473,GPL17021
GSE100483,GPL16791
GSE100484,GPL20301
GSE100489,GPL23624
GSE100495,GPL19057
GSE100500,GPL6887
GSE100505,GPL14844
GSE100507,GPL1261
GSE100510,GPL6885
GSE100511,GPL16686
GSE100522,GPL13112
GSE100526,GPL17021
GSE100528,GPL21493
GSE100530,GPL16791
GSE100535,GPL19057
GSE100542,GPL18480
GSE100546,GPL13112
GSE100551,GPL19034
GSE100562,GPL16791
GSE10057,GPL4133
GSE100570,GPL9250
GSE100572,GPL18573
GSE100574,GPL21290
GSE100581,GPL19057
GSE100584,GPL18635
GSE100586,GPL18635
GSE100588,GPL21103
GSE100589,GPL570
GSE100593,GPL11202
GSE100599,GPL13112
GSE100601,GPL17021
GSE100605,GPL17791
GSE100607,GPL19057
GSE100608,GPL19057
GSE100615,GPL17400
GSE100620,GPL19057
GSE10063,GPL570
GSE100645,GPL20668
GSE100658,GPL21185
GSE100661,GPL17400
GSE100663,GPL7202
GSE100666,GPL16951
GSE100669,GPL11154
GSE10067,GPL81
GSE100671,GPL10558
GSE100676,GPL11154
GSE100684,GPL16791
GSE100686,GPL21103
GSE100688,GPL16791
GSE100691,GPL15207
GSE100694,GPL18573
GSE10070,GPL570
GSE100703,GPL10332
GSE100705,GPL13497
GSE100706,GPL13112
GSE100711,GPL23643
GSE100712,GPL23644
GSE100716,GPL20258
GSE100718,GPL20103
GSE100732,GPL13112
GSE100746,GPL20844
GSE100747,GPL6887
GSE100748,GPL18405
GSE100764,GPL11154
GSE100771,GPL21626
GSE100774,GPL16570
GSE100786,GPL570
GSE100791,GPL16791
GSE100796,GPL21650
GSE10080,GPL6102
GSE100801,GPL9243
GSE100804,GPL8321
GSE100805,GPL17021
GSE100806,GPL17021
GSE100811,GPL17021
GSE100820,GPL13112
GSE100822,GPL13112
GSE100827,GPL13112
GSE100836,GPL1261
GSE100839,GPL18573
GSE100840,GPL6246
GSE100853,GPL15988
GSE100854,GPL13497
GSE100858,GPL18480
GSE100859,GPL18573
GSE100861,GPL19057
GSE100862,GPL20301
GSE100863,GPL19057
GSE100873,GPL21103
GSE100874,GPL21103
