"GSE_ID","GPL_ID"
"GSE82047","GPL6244"
"GSE82050","GPL21185"
"GSE82051","GPL570"
"GSE82052","GPL11154"
"GSE82062","GPL17586"
"GSE82068","GPL17021"
"GSE82070","GPL11154"
"GSE82071","GPL11154"
"GSE82079","GPL16686"
"GSE82080","GPL21970"
"GSE82081","GPL17791"
"GSE82092","GPL21970"
"GSE82093","GPL21970"
"GSE82096","GPL10558"
"GSE82097","GPL6887"
"GSE82099","GPL13112"
"GSE82104","GPL18573"
"GSE82107","GPL570"
"GSE82110","GPL18573"
"GSE82111","GPL11533"
"GSE82112","GPL14745"
"GSE82115","GPL11154"
"GSE82129","GPL16686"
"GSE82133","GPL6246"
"GSE82139","GPL6244"
"GSE82140","GPL17692"
"GSE82143","GPL16791"
"GSE82147","GPL18573"
"GSE82152","GPL21975"
"GSE82154","GPL16570"
"GSE82155","GPL570"
"GSE82157","GPL19057"
"GSE82160","GPL6244"
"GSE82161","GPL6480"
"GSE82164","GPL17021"
"GSE82166","GPL6244"
"GSE82171","GPL570"
"GSE82172","GPL13158"
"GSE82174","GPL17021"
"GSE82175","GPL1261"
"GSE82179","GPL10558"
"GSE82183","GPL11154"
"GSE82185","GPL17021"
"GSE82186","GPL6246"
"GSE82189","GPL14550"
"GSE82192","GPL17021"
"GSE82195","GPL18694"
"GSE82204","GPL11154"
"GSE82207","GPL20301"
"GSE82210","GPL13112"
"GSE82215","GPL1355"
"GSE82229","GPL17021"
"GSE82230","GPL17021"
"GSE82235","GPL21980"
"GSE82237","GPL16791"
"GSE82247","GPL17117"
"GSE82248","GPL1261"
"GSE82260","GPL21290"
"GSE82276","GPL16570"
"GSE82278","GPL4133"
"GSE82281","GPL11154"
"GSE82293","GPL15207"
"GSE82304","GPL10558"
"GSE82306","GPL6246"
"GSE82307","GPL570"
"GSE82308","GPL1261"
"GSE82311","GPL17791"
"GSE82313","GPL6246"
"GSE82319","GPL16368"
"GSE82320","GPL16791"
"GSE82328","GPL6887"
"GSE82329","GPL16791"
"GSE82336","GPL11154"
"GSE82342","GPL6246"
"GSE82345","GPL4134"
"GSE8252","GPL1355"
"GSE8271","GPL2004"
"GSE82771","GPL11202"
"GSE8290","GPL339"
"GSE8291","GPL339"
"GSE8294","GPL4134"
"GSE83084","GPL13112"
"GSE83085","GPL16951"
"GSE83088","GPL16570"
"GSE83090","GPL6887"
"GSE83092","GPL20266"
"GSE83095","GPL6244"
"GSE83097","GPL16699"
"GSE83098","GPL16699"
"GSE8310","GPL1355"
"GSE83102","GPL1261"
"GSE83112","GPL21994"
"GSE83113","GPL11180"
"GSE83114","GPL17021"
"GSE83115","GPL11154"
"GSE83117","GPL1261"
"GSE83118","GPL570"
"GSE8312","GPL1261"
"GSE83120","GPL570"
"GSE83126","GPL18573"
