GSE_ID,GPL_ID
GSE76843,GPL11202
GSE76847,GPL1261
GSE76848,GPL1261
GSE76851,GPL16570
GSE76855,GPL17586
GSE76857,GPL13112
GSE76862,GPL17586
GSE76864,GPL17021
GSE76865,GPL17021
GSE76868,GPL9250
GSE7687,GPL1291
GSE76873,GPL6947
GSE76877,GPL11154
GSE76878,GPL11154
GSE76880,GPL6244
GSE76898,GPL13497
GSE76899,GPL17586
GSE7690,GPL891
GSE76909,GPL13112
GSE76922,GPL11154
GSE76923,GPL16686
GSE76926,GPL17021
GSE76928,GPL6885
GSE76931,GPL11154
GSE76932,GPL17021
GSE76936,GPL1261
GSE76940,GPL16570
GSE76942,GPL6887
GSE76943,GPL570
GSE76945,GPL6887
GSE76947,GPL16791
GSE76950,GPL6244
GSE76966,GPL6887
GSE76968,GPL8321
GSE76973,GPL13112
GSE76974,GPL11533
GSE76977,GPL13112
GSE76988,GPL13112
GSE76989,GPL6887
GSE7699,GPL1261
GSE76990,GPL11532
GSE76992,GPL13112
GSE76996,GPL10558
GSE77001,GPL16570
GSE77007,GPL13112
GSE7701,GPL4133
GSE77010,GPL17021
GSE7702,GPL4133
GSE77032,GPL16791
GSE77034,GPL18573
GSE77048,GPL15207
GSE77053,GPL10558
GSE77057,GPL16791
GSE77062,GPL6887
GSE77064,GPL6887
GSE77067,GPL17021
GSE77072,GPL16791
GSE77076,GPL13112
GSE7708,GPL570
GSE77081,GPL13112
GSE77082,GPL6887
GSE77094,GPL13158
GSE77103,GPL17077
GSE77105,GPL17021
GSE77107,GPL17021
GSE77112,GPL6247
GSE77113,GPL17021
GSE77115,GPL9185
GSE77120,GPL16791
GSE77121,GPL1355
GSE77122,GPL13607
GSE77123,GPL6887
GSE77126,GPL6246
GSE77133,GPL17021
GSE77137,GPL17021
GSE77139,GPL16570
GSE77140,GPL15433
GSE77143,GPL6867
GSE77144,GPL10333
GSE77145,GPL6885
GSE77154,GPL570
GSE77167,GPL6244
GSE77172,GPL18635
GSE77179,GPL11154
GSE77180,GPL5175
GSE77182,GPL21369
GSE77185,GPL13112
GSE77187,GPL6244
GSE77188,GPL17021
GSE77196,GPL10558
GSE77202,GPL6246
GSE77207,GPL16570
GSE77208,GPL6246
GSE77212,GPL6244
GSE77219,GPL11154
GSE77227,GPL10558
GSE77231,GPL14844
GSE77236,GPL6885
GSE77238,GPL1261
GSE77254,GPL17077
