GSE_ID,GPL_ID
GSE65207,GPL13112
GSE65219,GPL15988
GSE65220,GPL13694
GSE65221,GPL10558
GSE65227,GPL19204
GSE65235,GPL10999
GSE65239,GPL13607
GSE65240,GPL14550
GSE65245,GPL17791
GSE65246,GPL13112
GSE65256,GPL1261
GSE65257,GPL1261
GSE65265,GPL14746
GSE65267,GPL13112
GSE65300,GPL15084
GSE65303,GPL16876
GSE65315,GPL13112
GSE65316,GPL6887
GSE65321,GPL9250
GSE65335,GPL11154
GSE65344,GPL13112
GSE65345,GPL6885
GSE65348,GPL17021
GSE65349,GPL11154
GSE65351,GPL570
GSE65354,GPL11154
GSE65359,GPL570
GSE65363,GPL570
GSE65364,GPL16791
GSE65372,GPL14951
GSE65388,GPL13112
GSE65392,GPL10558
GSE65405,GPL14550
GSE65407,GPL13497
GSE65408,GPL13112
GSE65409,GPL6947
GSE65412,GPL10558
GSE65419,GPL13607
GSE65421,GPL13607
GSE65422,GPL13112
GSE65425,GPL6246
GSE65431,GPL6246
GSE65432,GPL6246
GSE65434,GPL6246
GSE65438,GPL570
GSE65444,GPL13112
GSE65446,GPL10999
GSE65459,GPL570
GSE65470,GPL17077
GSE65476,GPL1261
GSE65479,GPL6947
GSE65480,GPL6244
GSE65481,GPL11154
GSE65483,GPL6947
GSE65485,GPL11154
GSE65487,GPL13112
GSE6549,GPL2986
GSE65495,GPL17692
GSE65496,GPL570
GSE65498,GPL18480
GSE6550,GPL2986
GSE65500,GPL6887
GSE65502,GPL6246
GSE65504,GPL13112
GSE65505,GPL17586
GSE65508,GPL16791
GSE6551,GPL2507
GSE65517,GPL10558
GSE65518,GPL16791
GSE65524,GPL13112
GSE65526,GPL6244
GSE65527,GPL13667
GSE65529,GPL17021
GSE65530,GPL13112
GSE65531,GPL17021
GSE65533,GPL2872
GSE65534,GPL10333
GSE65540,GPL11154
GSE65541,GPL10558
GSE65542,GPL17021
GSE65551,GPL13158
GSE65561,GPL16686
GSE65563,GPL6887
GSE65577,GPL570
GSE65585,GPL6887
GSE6560,GPL2986
GSE6561,GPL570
GSE65613,GPL6246
GSE65617,GPL13112
GSE65620,GPL10558
GSE65624,GPL81
GSE65631,GPL570
GSE65633,GPL13112
GSE65637,GPL14951
GSE65644,GPL11154
GSE65646,GPL570
GSE65651,GPL13112
GSE65652,GPL14550
GSE65663,GPL1355
GSE65665,GPL17021
