"GSE_ID","GPL_ID"
"GSE13472","GPL6867"
"GSE13488","GPL570"
"GSE13491","GPL570"
"GSE13493","GPL1261"
"GSE13512","GPL1261"
"GSE13526","GPL1261"
"GSE13549","GPL7042"
"GSE13563","GPL1261"
"GSE13567","GPL1261"
"GSE13568","GPL570"
"GSE13576","GPL570"
"GSE13577","GPL570"
"GSE13579","GPL1261"
"GSE13591","GPL96"
"GSE13594","GPL1355"
"GSE13599","GPL6015"
"GSE13601","GPL8300"
"GSE13604","GPL570"
"GSE13606","GPL570"
"GSE13626","GPL6105"
"GSE13635","GPL1261"
"GSE13636","GPL1261"
"GSE13665","GPL4234"
"GSE13671","GPL570"
"GSE13681","GPL6247"
"GSE13699","GPL6104"
"GSE13712","GPL570"
"GSE13714","GPL571"
"GSE13715","GPL570"
"GSE13719","GPL339"
"GSE13720","GPL339"
"GSE13730","GPL1261"
"GSE13736","GPL570"
"GSE13738","GPL570"
"GSE13744","GPL5175"
"GSE13760","GPL571"
"GSE13762","GPL570"
"GSE13763","GPL570"
"GSE13772","GPL7202"
"GSE13782","GPL1261"
"GSE13785","GPL570"
"GSE13798","GPL7716"
"GSE13805","GPL1261"
"GSE13806","GPL570"
"GSE13827","GPL570"
"GSE13834","GPL4133"
"GSE13861","GPL6884"
"GSE13865","GPL2872"
"GSE13886","GPL4133"
"GSE13887","GPL570"
"GSE13898","GPL6102"
"GSE13899","GPL570"
"GSE13904","GPL570"
"GSE13908","GPL1261"
"GSE13911","GPL570"
"GSE13916","GPL2872"
"GSE13919","GPL4133"
"GSE13946","GPL1261"
"GSE13984","GPL81"
"GSE13987","GPL570"
"GSE13991","GPL1426"
"GSE13992","GPL7546"
"GSE14002","GPL6883"
"GSE14006","GPL6246"
"GSE14011","GPL570"
"GSE14017","GPL570"
"GSE14018","GPL96"
"GSE14021","GPL2872"
"GSE14034","GPL571"
"GSE14037","GPL6102"
"GSE14043","GPL571"
"GSE14045","GPL1261"
"GSE14051","GPL570"
"GSE14054","GPL570"
"GSE14059","GPL1261"
"GSE14063","GPL1708"
"GSE14067","GPL570"
"GSE14070","GPL1456"
"GSE14071","GPL1261"
"GSE14073","GPL6793"
"GSE14078","GPL6104"
"GSE14094","GPL4135"
"GSE14095","GPL570"
"GSE14098","GPL571"
"GSE14105","GPL2872"
"GSE1420","GPL96"
"GSE14208","GPL571"
"GSE14209","GPL571"
"GSE14211","GPL1261"
"GSE14219","GPL1261"
"GSE14221","GPL1261"
"GSE14230","GPL96"
"GSE14232","GPL6480"
"GSE14242","GPL1261"
"GSE14243","GPL1261"
"GSE14245","GPL570"
"GSE14261","GPL4133"
"GSE14263","GPL8019"
"GSE14264","GPL4124"
"GSE14278","GPL570"
