"GSE_ID","GPL_ID"
"GSE99338","GPL13112"
"GSE99352","GPL17021"
"GSE99353","GPL17021"
"GSE99356","GPL11154"
"GSE99364","GPL13112"
"GSE99372","GPL17021"
"GSE99373","GPL16791"
"GSE99378","GPL20301"
"GSE99381","GPL16791"
"GSE99387","GPL5642"
"GSE99389","GPL18573"
"GSE99392","GPL16791"
"GSE99393","GPL16570"
"GSE99394","GPL17586"
"GSE99397","GPL11002"
"GSE99399","GPL21493"
"GSE99401","GPL13112"
"GSE99407","GPL15433"
"GSE99409","GPL17021"
"GSE9941","GPL570"
"GSE99412","GPL21103"
"GSE99420","GPL14951"
"GSE99422","GPL14550"
"GSE99437","GPL17021"
"GSE9944","GPL91"
"GSE99449","GPL16570"
"GSE99454","GPL16791"
"GSE99456","GPL17791"
"GSE99457","GPL21103"
"GSE9946","GPL96"
"GSE99467","GPL11202"
"GSE99468","GPL18573"
"GSE99469","GPL18573"
"GSE99472","GPL6885"
"GSE99480","GPL17021"
"GSE99485","GPL19057"
"GSE99492","GPL21810"
"GSE99493","GPL6246"
"GSE99501","GPL22245"
"GSE99503","GPL11154"
"GSE99504","GPL17021"
"GSE99507","GPL17077"
"GSE99512","GPL17692"
"GSE99514","GPL6246"
"GSE99516","GPL17021"
"GSE99522","GPL13112"
"GSE99531","GPL20301"
"GSE99539","GPL16791"
"GSE99549","GPL15207"
"GSE99559","GPL16791"
"GSE99564","GPL6887"
"GSE99568","GPL23535"
"GSE99569","GPL23535"
"GSE99575","GPL13112"
"GSE99579","GPL11180"
"GSE99584","GPL6887"
"GSE99585","GPL13112"
"GSE99588","GPL17021"
"GSE9959","GPL2826"
"GSE99590","GPL1261"
"GSE99593","GPL20775"
"GSE99596","GPL11154"
"GSE99598","GPL17021"
"GSE9960","GPL570"
"GSE99621","GPL16791"
"GSE99633","GPL17117"
"GSE99637","GPL16791"
"GSE99641","GPL16791"
"GSE99643","GPL6887"
"GSE99646","GPL17021"
"GSE99647","GPL11154"
"GSE99651","GPL18573"
"GSE99656","GPL13112"
"GSE99659","GPL13112"
"GSE99662","GPL16791"
"GSE99663","GPL570"
"GSE99668","GPL16791"
"GSE99670","GPL13112"
"GSE99675","GPL16791"
"GSE99683","GPL13112"
"GSE99687","GPL11154"
"GSE99699","GPL10558"
"GSE99703","GPL17021"
"GSE99709","GPL17021"
"GSE9971","GPL96"
"GSE99728","GPL10558"
"GSE99731","GPL21163"
"GSE99734","GPL16686"
"GSE99737","GPL16791"
"GSE99743","GPL17021"
"GSE99753","GPL17400"
"GSE99764","GPL17021"
"GSE99765","GPL21103"
"GSE99768","GPL11154"
"GSE99769","GPL16791"
"GSE99770","GPL17303"
"GSE99771","GPL21493"
"GSE99774","GPL19057"
"GSE99775","GPL6246"
"GSE99784","GPL16417"
