GSE_ID,GPL_ID
GSE36776,GPL570
GSE3678,GPL570
GSE36780,GPL6887
GSE36782,GPL570
GSE36787,GPL6244
GSE36791,GPL10558
GSE36801,GPL10558
GSE36807,GPL570
GSE36808,GPL10333
GSE36813,GPL11202
GSE36816,GPL6887
GSE36828,GPL6947
GSE36830,GPL570
GSE36836,GPL1261
GSE36837,GPL5175
GSE36839,GPL15362
GSE36840,GPL15362
GSE36854,GPL4133
GSE36855,GPL6244
GSE36863,GPL10999
GSE36875,GPL4134
GSE36891,GPL6246
GSE36892,GPL9250
GSE36904,GPL7202
GSE36907,GPL6244
GSE36910,GPL571
GSE36911,GPL570
GSE36928,GPL10558
GSE36933,GPL6244
GSE36935,GPL1355
GSE36948,GPL6887
GSE36952,GPL11154
GSE36957,GPL6883
GSE36972,GPL570
GSE36973,GPL6244
GSE36988,GPL15394
GSE36995,GPL570
GSE36997,GPL6246
GSE3700,GPL81
GSE37003,GPL10999
GSE37010,GPL6885
GSE37018,GPL9185
GSE37037,GPL11154
GSE37040,GPL571
GSE37046,GPL10656
GSE37047,GPL8321
GSE37049,GPL6244
GSE37065,GPL6244
GSE37073,GPL6887
GSE37084,GPL5175
GSE37089,GPL10558
GSE37091,GPL6480
GSE37093,GPL10850
GSE37107,GPL6947
GSE37110,GPL4133
GSE37113,GPL6246
GSE37116,GPL4133
GSE37117,GPL4133
GSE37123,GPL6480
GSE37136,GPL570
GSE3714,GPL81
GSE37143,GPL13497
GSE37145,GPL10481
GSE37146,GPL6102
GSE37150,GPL11002
GSE37170,GPL4133
GSE37173,GPL1261
GSE37184,GPL13112
GSE37194,GPL1261
GSE37195,GPL6096
GSE37199,GPL570
GSE3720,GPL571
GSE37205,GPL6947
GSE37209,GPL6246
GSE3721,GPL339
GSE37213,GPL6244
GSE37216,GPL7425
GSE37219,GPL8321
GSE37221,GPL1261
GSE37223,GPL14550
GSE37225,GPL1261
GSE37236,GPL13112
GSE37238,GPL6887
GSE37240,GPL6480
GSE37243,GPL570
GSE37245,GPL13712
GSE37246,GPL13712
GSE37247,GPL13712
GSE3725,GPL339
GSE37253,GPL570
GSE37256,GPL5082
GSE3726,GPL96
GSE37260,GPL6101
GSE37263,GPL5175
GSE37270,GPL6096
GSE37273,GPL6887
GSE37277,GPL4133
GSE37282,GPL6884
GSE37283,GPL13158
GSE37290,GPL570
