"GSE_ID","GPL_ID"
"GSE101550","GPL21493"
"GSE101552","GPL17021"
"GSE101558","GPL16791"
"GSE101569","GPL6246"
"GSE101571","GPL13112"
"GSE101577","GPL16791"
"GSE101578","GPL5642"
"GSE101579","GPL6887"
"GSE101584","GPL6885"
"GSE101587","GPL570"
"GSE101589","GPL16686"
"GSE101594","GPL11154"
"GSE101595","GPL11154"
"GSE101596","GPL17021"
"GSE101602","GPL11532"
"GSE101610","GPL13112"
"GSE101612","GPL10558"
"GSE10162","GPL1261"
"GSE101623","GPL17021"
"GSE101624","GPL17021"
"GSE101626","GPL14550"
"GSE101628","GPL18573"
"GSE101629","GPL18573"
"GSE101635","GPL16699"
"GSE101642","GPL16791"
"GSE101644","GPL10558"
"GSE101646","GPL19057"
"GSE101655","GPL16791"
"GSE101661","GPL11154"
"GSE101665","GPL18573"
"GSE10167","GPL1261"
"GSE101682","GPL19057"
"GSE101701","GPL17021"
"GSE101702","GPL21185"
"GSE101705","GPL18573"
"GSE101722","GPL21103"
"GSE101724","GPL10558"
"GSE101730","GPL17021"
"GSE101738","GPL16791"
"GSE10174","GPL571"
"GSE101740","GPL10558"
"GSE101742","GPL570"
"GSE101743","GPL20795"
"GSE101745","GPL18460"
"GSE101747","GPL17400"
"GSE101748","GPL17021"
"GSE10175","GPL1261"
"GSE101750","GPL16791"
"GSE101754","GPL16791"
"GSE101758","GPL16791"
"GSE101759","GPL1261"
"GSE10176","GPL1261"
"GSE101760","GPL16791"
"GSE101767","GPL13112"
"GSE101772","GPL17021"
"GSE101774","GPL17303"
"GSE101780","GPL10558"
"GSE101781","GPL21810"
"GSE101785","GPL6246"
"GSE101788","GPL11154"
"GSE101792","GPL10558"
"GSE101794","GPL11154"
"GSE101798","GPL18694"
"GSE101801","GPL13112"
"GSE101806","GPL17021"
"GSE101808","GPL17021"
"GSE101809","GPL17586"
"GSE10182","GPL1261"
"GSE101821","GPL18573"
"GSE101823","GPL17021"
"GSE101824","GPL10999"
"GSE101826","GPL13112"
"GSE101830","GPL570"
"GSE101831","GPL6246"
"GSE101833","GPL18573"
"GSE101838","GPL19057"
"GSE101842","GPL570"
"GSE101844","GPL6101"
"GSE101845","GPL6101"
"GSE101851","GPL13112"
"GSE101853","GPL17021"
"GSE101856","GPL17021"
"GSE101859","GPL17021"
"GSE101862","GPL10332"
"GSE101866","GPL17692"
"GSE101867","GPL17692"
"GSE101868","GPL16791"
"GSE101871","GPL11154"
"GSE101872","GPL11154"
"GSE101883","GPL21103"
"GSE101891","GPL17021"
"GSE101896","GPL570"
"GSE101898","GPL13112"
"GSE10190","GPL6371"
"GSE101901","GPL17021"
"GSE101902","GPL13112"
"GSE101903","GPL13112"
"GSE101904","GPL20301"
"GSE101909","GPL21103"
"GSE10191","GPL5760"
