gse_id,gpl_id,repo_id
GSE166471,GPL20301,1610017790779
GSE165555,GPL21103,1610017790779
GSE165555,GPL24247,1610017790779
GSE165554,GPL24247,1610017790779
GSE165551,GPL21103,1610017790779
GSE165276,GPL19057,1610017790779
GSE163532,GPL24247,1610017790779
GSE163532,GPL24247,1610017790779
GSE163532,GPL24247,1610017790779
GSE163532,GPL24247,1610017790779
GSE163484,GPL24247,1610017790779
GSE161918,GPL24676,1610017790779
GSE155880,GPL19057,1610017790779
GSE126815,GPL24247,1610017790779
