GSE_ID,GPL_ID,SRR_ID
GSE99054,GPL9115,SRR5575011 SRR5575012 SRR5575013 SRR5575014 SRR5575015 SRR5575016 SRR5575017 SRR5575018 SRR5575019
GSE99069,GPL11154,SRR5575785 SRR5575786 SRR5575787 SRR5575788 SRR5575789 SRR5575790 SRR5575791 SRR5575792 SRR5575793 SRR5575794 SRR5575795 SRR5575796 SRR5575797 SRR5575798 SRR5575799
GSE99095,GPL16791,SRR5577195 SRR5577198 SRR5577201 SRR5577204 SRR5577207 SRR5577213 SRR5577216 SRR5577219 SRR5577222 SRR5577225 SRR5577228 SRR5577229 SRR5577230 SRR5577231 SRR5577232 SRR5577233 SRR5577234 SRR5577235 SRR5577236 SRR5577237 SRR5577238 SRR5577239 SRR5577240 SRR5577241 SRR5577242 SRR5577243 SRR5577244 SRR5577246 SRR5577247 SRR5577248 SRR5577250 SRR5577251 SRR5577252 SRR5577253 SRR5577254 SRR5577255 SRR5577256 SRR5577257 SRR5577258 SRR5577259 SRR5577260 SRR5577261 SRR5577262 SRR5577263 SRR5577264 SRR5577265 SRR5577266 SRR5577267 SRR5577268 SRR5577269 SRR5577270 SRR5577271 SRR5577272 SRR5577274 SRR5577275 SRR5577276 SRR5577277 SRR5577278 SRR5577279 SRR5577280 SRR5577281 SRR5577282 SRR5577283 SRR5577284 SRR5577285 SRR5577286 SRR5577287 SRR5577288 SRR5577289 SRR5577290 SRR5577291 SRR5577292 SRR5577293 SRR5577294 SRR5577295 SRR5577296 SRR5577298 SRR5577299 SRR5577300 SRR5577301 SRR5577302 SRR5577303 SRR5577304 SRR5577305 SRR5577306 SRR5577307 SRR5577308 SRR5577309 SRR5577310 SRR5577311 SRR5577312 SRR5577313 SRR5577315 SRR5577316 SRR5578009 SRR5578011 SRR5578012 SRR5578013 SRR5578014 SRR5578016 SRR5578017 SRR5578018 SRR5578019 SRR5578021 SRR5578022 SRR5578024 SRR5578025 SRR5578026 SRR5578027 SRR5578028 SRR5578029 SRR5578030 SRR5578031 SRR5578032 SRR5578033 SRR5578034 SRR5578035 SRR5578036 SRR5578037 SRR5578038 SRR5578039 SRR5578040 SRR5578042 SRR5578044 SRR5578045 SRR5578046 SRR5578047 SRR5578049 SRR5578051 SRR5578052 SRR5578053 SRR5578054 SRR5578055 SRR5578060 SRR5578066 SRR5578067 SRR5578069 SRR5578070 SRR5578071 SRR5578072 SRR5578073 SRR5578074 SRR5578075 SRR5578076 SRR5578078 SRR5578079 SRR5578080 SRR5578081 SRR5578082 SRR5578083 SRR5578084 SRR5578086 SRR5578087 SRR5578088 SRR5578089 SRR5578090 SRR5578091 SRR5578095 SRR5578096 SRR5578097 SRR5578098 SRR5578099 SRR5578100 SRR5578102 SRR5578103 SRR5578104 SRR5578106 SRR5578107 SRR5578108 SRR5578109 SRR5578110 SRR5578111 SRR5578112 SRR5578113 SRR5578114 SRR5578115 SRR5578116 SRR5578117 SRR5578118 SRR5578119 SRR5578121 SRR5578122 SRR5578123 SRR5578125 SRR5578126 SRR5578127 SRR5578128 SRR5578129 SRR5578130 SRR5578131 SRR5578132 SRR5578133 SRR5578135 SRR5578136 SRR5578137 SRR5578139 SRR5578140 SRR5578141 SRR5578142 SRR5578143 SRR5578144 SRR5578145 SRR5578146 SRR5578147 SRR5578148 SRR5578149 SRR5578150 SRR5578152 SRR5578153 SRR5578154 SRR5578155 SRR5578156 SRR5578158 SRR5578159 SRR5578161 SRR5578162 SRR5578163 SRR5578164 SRR5578165 SRR5578167 SRR5578168 SRR5578169 SRR5578171 SRR5578173 SRR5578176 SRR5578177 SRR5578178 SRR5578180 SRR5578181 SRR5578182 SRR5578183 SRR5578184 SRR5578185 SRR5578186 SRR5578187 SRR5578188 SRR5578189 SRR5578190 SRR5578193 SRR5578198 SRR5578199 SRR5578200 SRR5578202 SRR5578203 SRR5578204 SRR5578205 SRR5578206 SRR5578207 SRR5578208 SRR5578209 SRR5578210 SRR5578211 SRR5578213 SRR5578215 SRR5578216 SRR5578217 SRR5578218 SRR5578219 SRR5578220 SRR5578221 SRR5578222 SRR5578224 SRR5578225 SRR5578226 SRR5578227 SRR5578228 SRR5578229 SRR5578230 SRR5578231 SRR5578233 SRR5578234 SRR5578235 SRR5578236 SRR5578238 SRR5578239 SRR5578240 SRR5578241 SRR5578242 SRR5578243 SRR5578244 SRR5578246 SRR5578247 SRR5578248 SRR5578249 SRR5578250 SRR5578251 SRR5578252 SRR5578257 SRR5578258 SRR5578260 SRR5578273 SRR5578274 SRR5578275 SRR5578276 SRR5578277 SRR5578278 SRR5578280 SRR5578281 SRR5578282 SRR5578283 SRR5578284 SRR5578285 SRR5578286 SRR5578287 SRR5578288 SRR5578290 SRR5578291 SRR5578292 SRR5578293 SRR5578294 SRR5578295 SRR5578296 SRR5578298 SRR5578299 SRR5578300 SRR5578301 SRR5578302 SRR5578303 SRR5578304 SRR5578305 SRR5578306 SRR5578307 SRR5578308 SRR5578309 SRR5578310 SRR5578311 SRR5578312 SRR5578313 SRR5578314 SRR5578315 SRR5578317 SRR5578318 SRR5578319 SRR5578320 SRR5578321 SRR5578322 SRR5578323 SRR5578324 SRR5578325 SRR5578326 SRR5578327 SRR5578328 SRR5578329 SRR5578330 SRR5578331 SRR5578332 SRR5578333 SRR5578334 SRR5578335 SRR5578337 SRR5578338 SRR5578339 SRR5578340 SRR5578341 SRR5578342 SRR5578343 SRR5578344 SRR5578345 SRR5578346 SRR5578347 SRR5578348 SRR5578349 SRR5578350 SRR5578351 SRR5578352 SRR5578353 SRR5578354 SRR5578355 SRR5578356 SRR5578357 SRR5578358 SRR5578359 SRR5578360 SRR5578361 SRR5578362 SRR5578363 SRR5578364 SRR5578365 SRR5578366 SRR5578367 SRR5578368 SRR5578369 SRR5578371 SRR5578372 SRR5578373 SRR5578374 SRR5578375 SRR5578377 SRR5578378 SRR5578379 SRR5578380 SRR5578381 SRR5578382 SRR5578383 SRR5578384 SRR5578385 SRR5578386 SRR5578387 SRR5578389 SRR5578390 SRR5578391 SRR5578392 SRR5578393 SRR5578394 SRR5578395 SRR5578396
GSE99095,GPL21290,SRR5577317 SRR5577318 SRR5577319 SRR5577320 SRR5577321 SRR5577322 SRR5577323 SRR5577324 SRR5577325 SRR5577326 SRR5577327 SRR5577328 SRR5577329 SRR5577330 SRR5577331 SRR5577332 SRR5577333 SRR5577334 SRR5577335 SRR5577336 SRR5577338 SRR5577339 SRR5577340 SRR5577341 SRR5577342 SRR5577343 SRR5577344 SRR5577345 SRR5577346 SRR5577347 SRR5577348 SRR5577349 SRR5577350 SRR5577351 SRR5577352 SRR5577353 SRR5577354 SRR5577355 SRR5577356 SRR5577357 SRR5577359 SRR5577360 SRR5577361 SRR5577362 SRR5577363 SRR5577364 SRR5577365 SRR5577366 SRR5577367 SRR5577368 SRR5577369 SRR5577370 SRR5577371 SRR5577372 SRR5577373 SRR5577375 SRR5577376 SRR5577377 SRR5577378 SRR5577379 SRR5577380 SRR5577382 SRR5577383 SRR5577384 SRR5577385 SRR5577386 SRR5577387 SRR5577388 SRR5577389 SRR5577390 SRR5577391 SRR5577392 SRR5577393 SRR5577394 SRR5577395 SRR5577396 SRR5577397 SRR5577398 SRR5577399 SRR5577400 SRR5577402 SRR5577403 SRR5577404 SRR5577405 SRR5577406 SRR5577407 SRR5577408 SRR5577409 SRR5577410 SRR5577411 SRR5577412 SRR5577413 SRR5577414 SRR5577415 SRR5577416 SRR5577417 SRR5577418 SRR5577419 SRR5577420 SRR5577421 SRR5577422 SRR5577423 SRR5577424 SRR5577425 SRR5577426 SRR5577427 SRR5577428 SRR5577429 SRR5577430 SRR5577431 SRR5577432 SRR5577433 SRR5577434 SRR5577435 SRR5577436 SRR5577437 SRR5577439 SRR5577441 SRR5577442 SRR5577443 SRR5577444 SRR5577446 SRR5577447 SRR5577448 SRR5577449 SRR5577450 SRR5577451 SRR5577452 SRR5577453 SRR5577454 SRR5577456 SRR5577457 SRR5577458 SRR5577459 SRR5577460 SRR5577461 SRR5577462 SRR5577463 SRR5577464 SRR5577465 SRR5577466 SRR5577467 SRR5577468 SRR5577469 SRR5577470 SRR5577471 SRR5577472 SRR5577473 SRR5577474 SRR5577475 SRR5577476 SRR5577477 SRR5577478 SRR5577479 SRR5577480 SRR5577481 SRR5577482 SRR5577483 SRR5577484 SRR5577485 SRR5577486 SRR5577487 SRR5577488 SRR5577489 SRR5577490 SRR5577491 SRR5577492 SRR5577493 SRR5577495 SRR5577496 SRR5577497 SRR5577498 SRR5577499 SRR5577500 SRR5577501 SRR5577502 SRR5577503 SRR5577504 SRR5577505 SRR5577508 SRR5577509 SRR5577510 SRR5577511 SRR5577512 SRR5577513 SRR5577515 SRR5577516 SRR5577518 SRR5577519 SRR5577520 SRR5577521 SRR5577522 SRR5577524 SRR5577525 SRR5577526 SRR5577527 SRR5577528 SRR5577529 SRR5577530 SRR5577533 SRR5577534 SRR5577535 SRR5577536 SRR5577537 SRR5577538 SRR5577539 SRR5577541 SRR5577542 SRR5577543 SRR5577544 SRR5577545 SRR5577546 SRR5577547 SRR5577548 SRR5577551 SRR5577552 SRR5577553 SRR5577554 SRR5577555 SRR5577556 SRR5577557 SRR5577558 SRR5577559 SRR5577561 SRR5577562 SRR5577563 SRR5577564 SRR5577565 SRR5577567 SRR5577569 SRR5577570 SRR5577571 SRR5577572 SRR5577573 SRR5577574 SRR5577575 SRR5577576 SRR5577577 SRR5577578 SRR5577579 SRR5577580 SRR5577581 SRR5577582 SRR5577583 SRR5577584 SRR5577585 SRR5577586 SRR5577587 SRR5577588 SRR5577589 SRR5577590 SRR5577591 SRR5577592 SRR5577593 SRR5577594 SRR5577595 SRR5577596 SRR5577597 SRR5577598 SRR5577599 SRR5577600 SRR5577601 SRR5577603 SRR5577604 SRR5577605 SRR5577608 SRR5577609 SRR5577610 SRR5577611 SRR5577612 SRR5577614 SRR5577616 SRR5577617 SRR5577618 SRR5577619 SRR5577620 SRR5577621 SRR5577622 SRR5577624 SRR5577626 SRR5577627 SRR5577629 SRR5577630 SRR5577631 SRR5577632 SRR5577634 SRR5577635 SRR5577637 SRR5577639 SRR5577640 SRR5577641 SRR5577642 SRR5577643 SRR5577644 SRR5577645 SRR5577646 SRR5577648 SRR5577649 SRR5577650 SRR5577651 SRR5577653 SRR5577654 SRR5577655 SRR5577656 SRR5577657 SRR5577659 SRR5577660 SRR5577661 SRR5577662 SRR5577663 SRR5577664 SRR5577665 SRR5577666 SRR5577667 SRR5577668 SRR5577669 SRR5577670 SRR5577671 SRR5577672 SRR5577673 SRR5577674 SRR5577675 SRR5577676 SRR5577678 SRR5577679 SRR5577680 SRR5577681 SRR5577682 SRR5577683 SRR5577684 SRR5577685 SRR5577686 SRR5577687 SRR5577689 SRR5577690 SRR5577691 SRR5577692 SRR5577693 SRR5577694 SRR5577695 SRR5577696 SRR5577697 SRR5577698 SRR5577699 SRR5577700 SRR5577701 SRR5577702 SRR5577703 SRR5577704 SRR5577705 SRR5577706 SRR5577707 SRR5577708 SRR5577709 SRR5577710 SRR5577711 SRR5577712 SRR5577714 SRR5577715 SRR5577716 SRR5577717 SRR5577718 SRR5577719 SRR5577720 SRR5577721 SRR5577722 SRR5577723 SRR5577724 SRR5577725 SRR5577726 SRR5577727 SRR5577728 SRR5577729 SRR5577730 SRR5577731 SRR5577732 SRR5577733 SRR5577734 SRR5577735 SRR5577736 SRR5577737 SRR5577738 SRR5577739 SRR5577741 SRR5577742 SRR5577743 SRR5577744 SRR5577745 SRR5577746 SRR5577747 SRR5577748 SRR5577749 SRR5577750 SRR5577751 SRR5577752 SRR5577753 SRR5577754 SRR5577755 SRR5577756 SRR5577757 SRR5577758 SRR5577759 SRR5577760 SRR5577761 SRR5577762 SRR5577763 SRR5577764 SRR5577765 SRR5577766 SRR5577767 SRR5577768 SRR5577769 SRR5577770 SRR5577771 SRR5577772 SRR5577774 SRR5577775 SRR5577776 SRR5577777 SRR5577778 SRR5577779 SRR5577780 SRR5577781 SRR5577783 SRR5577784 SRR5577785 SRR5577786 SRR5577787 SRR5577788 SRR5577789 SRR5577790 SRR5577791 SRR5577792 SRR5577793 SRR5577795 SRR5577796 SRR5577797 SRR5577798 SRR5577799 SRR5577800 SRR5577801 SRR5577802 SRR5577803 SRR5577804 SRR5577805 SRR5577806 SRR5577807 SRR5577808 SRR5577809 SRR5577810 SRR5577811 SRR5577812 SRR5577814 SRR5577815 SRR5577816 SRR5577817 SRR5577818 SRR5577819 SRR5577820 SRR5577821 SRR5577822 SRR5577823 SRR5577824 SRR5577825 SRR5577826 SRR5577827 SRR5577830 SRR5577832 SRR5577833 SRR5577834 SRR5577835 SRR5577837 SRR5577839 SRR5577840 SRR5577841 SRR5577842 SRR5577843 SRR5577844 SRR5577845 SRR5577846 SRR5577847 SRR5577849 SRR5577850 SRR5577851 SRR5577852 SRR5577853 SRR5577854 SRR5577855 SRR5577857 SRR5577858 SRR5577859 SRR5577860 SRR5577861 SRR5577862 SRR5577863 SRR5577864 SRR5577865 SRR5577866 SRR5577867 SRR5577868 SRR5577869 SRR5577870 SRR5577871 SRR5577872 SRR5577873 SRR5577874 SRR5577875 SRR5577876 SRR5577877 SRR5577878 SRR5577879 SRR5577881 SRR5577882 SRR5577883 SRR5577885 SRR5577888 SRR5577889 SRR5577890 SRR5577891 SRR5577892 SRR5577893 SRR5577895 SRR5577896 SRR5577897 SRR5577899 SRR5577900 SRR5577901 SRR5577902 SRR5577903 SRR5577904 SRR5577906 SRR5577907 SRR5577909 SRR5577910 SRR5577911 SRR5577913 SRR5577914 SRR5577915 SRR5577916 SRR5577917 SRR5577918 SRR5577920 SRR5577921
GSE99149,GPL17303,SRR5582036 SRR5582037
GSE99252,GPL11154,SRR5593145 SRR5593146 SRR5593147 SRR5593148
GSE99263,GPL9115,SRR5595738 SRR5595739 SRR5595740
GSE99293,GPL16791,SRR5602623 SRR5602624 SRR5602625
GSE99299,GPL21697,SRR5604807 SRR5604808 SRR5604809 SRR5604810 SRR5604811 SRR5604812 SRR5604813 SRR5604815 SRR5604816 SRR5604817 SRR5604818 SRR5604819 SRR5604820 SRR5604821 SRR5604822 SRR5604823 SRR5604824 SRR5604825 SRR5604826 SRR5604827 SRR5604828 SRR5604829 SRR5604831 SRR5604832 SRR5604833 SRR5604834 SRR5604836 SRR5604837 SRR5604838 SRR5604839 SRR5604840 SRR5604841 SRR5604842 SRR5604843 SRR5604844 SRR5604845
GSE99310,GPL18573,SRR5605580 SRR5605581 SRR5605582 SRR5605583
GSE99421,GPL18573,SRR5627295 SRR5627297 SRR5627298 SRR5627299 SRR5627300
GSE99430,GPL16791,SRR5628228 SRR5628229 SRR5628230 SRR5628231 SRR5628232 SRR5628233 SRR5628234 SRR5628235 SRR5628236 SRR5628237 SRR5628238 SRR5628239 SRR5628240 SRR5628241 SRR5628242 SRR5628243 SRR5628244
GSE99455,GPL18573,SRR5629617 SRR5629618 SRR5629619 SRR5629620 SRR5629621 SRR5629622 SRR5629623 SRR5629624 SRR5629625 SRR5629626 SRR5629627 SRR5629628 SRR5629629 SRR5629630 SRR5629631 SRR5629632 SRR5629633 SRR5629634 SRR5629635 SRR5629636 SRR5629637 SRR5629638 SRR5629639 SRR5629640
GSE99502,GPL16791,SRR5633049 SRR5633050 SRR5633051 SRR5633052 SRR5633053 SRR5633054
GSE99508,GPL11154,SRR5633592 SRR5633593 SRR5633594 SRR5633595 SRR5633596 SRR5633597 SRR5633598 SRR5633599
GSE99526,GPL11154,SRR5635096 SRR5635097 SRR5635098 SRR5635099 SRR5635100 SRR5635101 SRR5635102 SRR5635103 SRR5635104 SRR5635105 SRR5635106 SRR5635107 SRR5635108 SRR5635109 SRR5635110 SRR5635111
GSE99582,GPL18573,SRR5640564 SRR5640565 SRR5640566
GSE99583,GPL18573,SRR5640567 SRR5640568 SRR5640569 SRR5640570 SRR5640571 SRR5640572 SRR5640573 SRR5640574 SRR5640575
GSE99626,GPL20301,SRR8548855 SRR8548856 SRR8548857 SRR8548858 SRR8548859 SRR8548860 SRR8548861 SRR8548862 SRR8548863 SRR8548864 SRR8548865 SRR8548866 SRR8548867 SRR8548868 SRR8548869 SRR8548870 SRR8548871 SRR8548872
GSE99630,GPL16791,SRR5642868 SRR5642869 SRR5642870 SRR5642871 SRR5642872 SRR5642873 SRR5642874 SRR5642875 SRR5642876 SRR5642877 SRR5642878 SRR5642879 SRR5642880 SRR5642881 SRR5642882 SRR5642883 SRR5642884 SRR5642885 SRR5642886 SRR5642887 SRR5642888 SRR5642889 SRR5642890 SRR5642891 SRR5642892 SRR5642893 SRR5642894 SRR5642895
GSE99688,GPL16791,SRR5646571 SRR5646572 SRR5646573 SRR5646574 SRR5646575 SRR5646576 SRR5646577 SRR5646578 SRR5646579 SRR5646580 SRR5646581
GSE99715,GPL23227,SRR5647955
GSE99724,GPL16791,SRR5648291 SRR5648292 SRR5648293 SRR5648294 SRR5648295 SRR5648296 SRR5648297 SRR5648298 SRR5648299 SRR5648300 SRR5648301 SRR5648302
GSE99733,GPL15520,SRR5651605 SRR5651606 SRR5651607 SRR5651608 SRR5651609 SRR5651610 SRR5651611 SRR5651612 SRR5651613 SRR5651614 SRR5651616 SRR5651618
GSE99789,GPL20301,SRR5657092 SRR5657093 SRR5657094
GSE98290,GPL16791,SRR5483800 SRR5483801 SRR5483802 SRR5483803 SRR5483804 SRR5483805 SRR5483806 SRR5483807 SRR5483808 SRR5483809 SRR5483810 SRR5483811 SRR5483812 SRR5483813 SRR5483814 SRR5483815 SRR5483816 SRR5483817 SRR5483818 SRR5483788 SRR5483789 SRR5483790 SRR5483792 SRR5985512 SRR5483794 SRR5483795 SRR5483796 SRR5483797 SRR5483798 SRR5483799 SRR5661637 SRR5661638 SRR5661639 SRR5661640
GSE99879,GPL15520,SRR5664292 SRR5664293 SRR5664294 SRR5664295
GSE99899,GPL20301,SRR5665821 SRR5665822 SRR5665823 SRR5665824 SRR5665825 SRR5665826
